date,variable,last,day,year,date20
2019-01-28,euroSuper95,1.169,28,2019,2020-01-28
2019-01-28,gasOil,1.18,28,2019,2020-01-28
2019-01-29,euroSuper95,1.169,29,2019,2020-01-29
2019-01-29,gasOil,1.18,29,2019,2020-01-29
2019-01-30,euroSuper95,1.169,30,2019,2020-01-30
2019-01-30,gasOil,1.18,30,2019,2020-01-30
2019-01-31,euroSuper95,1.169,31,2019,2020-01-31
2019-01-31,gasOil,1.18,31,2019,2020-01-31
2019-02-01,euroSuper95,1.169,32,2019,2020-02-01
2019-02-01,gasOil,1.18,32,2019,2020-02-01
2019-02-02,euroSuper95,1.169,33,2019,2020-02-02
2019-02-02,gasOil,1.18,33,2019,2020-02-02
2019-02-03,euroSuper95,1.169,34,2019,2020-02-03
2019-02-03,gasOil,1.18,34,2019,2020-02-03
2019-02-04,euroSuper95,1.16,35,2019,2020-02-04
2019-02-04,gasOil,1.178,35,2019,2020-02-04
2019-02-05,euroSuper95,1.16,36,2019,2020-02-05
2019-02-05,gasOil,1.178,36,2019,2020-02-05
2019-02-06,euroSuper95,1.16,37,2019,2020-02-06
2019-02-06,gasOil,1.178,37,2019,2020-02-06
2019-02-07,euroSuper95,1.16,38,2019,2020-02-07
2019-02-07,gasOil,1.178,38,2019,2020-02-07
2019-02-08,euroSuper95,1.16,39,2019,2020-02-08
2019-02-08,gasOil,1.178,39,2019,2020-02-08
2019-02-09,euroSuper95,1.16,40,2019,2020-02-09
2019-02-09,gasOil,1.178,40,2019,2020-02-09
2019-02-10,euroSuper95,1.16,41,2019,2020-02-10
2019-02-10,gasOil,1.178,41,2019,2020-02-10
2019-02-11,euroSuper95,1.167,42,2019,2020-02-11
2019-02-11,gasOil,1.19,42,2019,2020-02-11
2019-02-12,euroSuper95,1.167,43,2019,2020-02-12
2019-02-12,gasOil,1.19,43,2019,2020-02-12
2019-02-13,euroSuper95,1.167,44,2019,2020-02-13
2019-02-13,gasOil,1.19,44,2019,2020-02-13
2019-02-14,euroSuper95,1.167,45,2019,2020-02-14
2019-02-14,gasOil,1.19,45,2019,2020-02-14
2019-02-15,euroSuper95,1.167,46,2019,2020-02-15
2019-02-15,gasOil,1.19,46,2019,2020-02-15
2019-02-16,euroSuper95,1.167,47,2019,2020-02-16
2019-02-16,gasOil,1.19,47,2019,2020-02-16
2019-02-17,euroSuper95,1.167,48,2019,2020-02-17
2019-02-17,gasOil,1.19,48,2019,2020-02-17
2019-02-18,euroSuper95,1.178,49,2019,2020-02-18
2019-02-18,gasOil,1.199,49,2019,2020-02-18
2019-02-19,euroSuper95,1.178,50,2019,2020-02-19
2019-02-19,gasOil,1.199,50,2019,2020-02-19
2019-02-20,euroSuper95,1.178,51,2019,2020-02-20
2019-02-20,gasOil,1.199,51,2019,2020-02-20
2019-02-21,euroSuper95,1.178,52,2019,2020-02-21
2019-02-21,gasOil,1.199,52,2019,2020-02-21
2019-02-22,euroSuper95,1.178,53,2019,2020-02-22
2019-02-22,gasOil,1.199,53,2019,2020-02-22
2019-02-23,euroSuper95,1.178,54,2019,2020-02-23
2019-02-23,gasOil,1.199,54,2019,2020-02-23
2019-02-24,euroSuper95,1.178,55,2019,2020-02-24
2019-02-24,gasOil,1.199,55,2019,2020-02-24
2019-02-25,euroSuper95,1.197,56,2019,2020-02-25
2019-02-25,gasOil,1.212,56,2019,2020-02-25
2019-02-26,euroSuper95,1.197,57,2019,2020-02-26
2019-02-26,gasOil,1.212,57,2019,2020-02-26
2019-02-27,euroSuper95,1.197,58,2019,2020-02-27
2019-02-27,gasOil,1.212,58,2019,2020-02-27
2019-02-28,euroSuper95,1.197,59,2019,2020-02-28
2019-02-28,gasOil,1.212,59,2019,2020-02-28
2019-03-01,euroSuper95,1.197,60,2019,2020-03-01
2019-03-01,gasOil,1.212,60,2019,2020-03-01
2019-03-02,euroSuper95,1.197,61,2019,2020-03-02
2019-03-02,gasOil,1.212,61,2019,2020-03-02
2019-03-03,euroSuper95,1.197,62,2019,2020-03-03
2019-03-03,gasOil,1.212,62,2019,2020-03-03
2019-03-04,euroSuper95,1.189,63,2019,2020-03-04
2019-03-04,gasOil,1.215,63,2019,2020-03-04
2019-03-05,euroSuper95,1.189,64,2019,2020-03-05
2019-03-05,gasOil,1.215,64,2019,2020-03-05
2019-03-06,euroSuper95,1.189,65,2019,2020-03-06
2019-03-06,gasOil,1.215,65,2019,2020-03-06
2019-03-07,euroSuper95,1.189,66,2019,2020-03-07
2019-03-07,gasOil,1.215,66,2019,2020-03-07
2019-03-08,euroSuper95,1.189,67,2019,2020-03-08
2019-03-08,gasOil,1.215,67,2019,2020-03-08
2019-03-09,euroSuper95,1.189,68,2019,2020-03-09
2019-03-09,gasOil,1.215,68,2019,2020-03-09
2019-03-10,euroSuper95,1.189,69,2019,2020-03-10
2019-03-10,gasOil,1.215,69,2019,2020-03-10
2019-03-11,euroSuper95,1.202,70,2019,2020-03-11
2019-03-11,gasOil,1.21,70,2019,2020-03-11
2019-03-12,euroSuper95,1.202,71,2019,2020-03-12
2019-03-12,gasOil,1.21,71,2019,2020-03-12
2019-03-13,euroSuper95,1.202,72,2019,2020-03-13
2019-03-13,gasOil,1.21,72,2019,2020-03-13
2019-03-14,euroSuper95,1.202,73,2019,2020-03-14
2019-03-14,gasOil,1.21,73,2019,2020-03-14
2019-03-15,euroSuper95,1.202,74,2019,2020-03-15
2019-03-15,gasOil,1.21,74,2019,2020-03-15
2019-03-16,euroSuper95,1.202,75,2019,2020-03-16
2019-03-16,gasOil,1.21,75,2019,2020-03-16
2019-03-17,euroSuper95,1.202,76,2019,2020-03-17
2019-03-17,gasOil,1.21,76,2019,2020-03-17
2019-03-18,euroSuper95,1.207,77,2019,2020-03-18
2019-03-18,gasOil,1.208,77,2019,2020-03-18
2019-03-19,euroSuper95,1.207,78,2019,2020-03-19
2019-03-19,gasOil,1.208,78,2019,2020-03-19
2019-03-20,euroSuper95,1.207,79,2019,2020-03-20
2019-03-20,gasOil,1.208,79,2019,2020-03-20
2019-03-21,euroSuper95,1.207,80,2019,2020-03-21
2019-03-21,gasOil,1.208,80,2019,2020-03-21
2019-03-22,euroSuper95,1.207,81,2019,2020-03-22
2019-03-22,gasOil,1.208,81,2019,2020-03-22
2019-03-23,euroSuper95,1.207,82,2019,2020-03-23
2019-03-23,gasOil,1.208,82,2019,2020-03-23
2019-03-24,euroSuper95,1.207,83,2019,2020-03-24
2019-03-24,gasOil,1.208,83,2019,2020-03-24
2019-03-25,euroSuper95,1.204,84,2019,2020-03-25
2019-03-25,gasOil,1.205,84,2019,2020-03-25
2019-03-26,euroSuper95,1.204,85,2019,2020-03-26
2019-03-26,gasOil,1.205,85,2019,2020-03-26
2019-03-27,euroSuper95,1.204,86,2019,2020-03-27
2019-03-27,gasOil,1.205,86,2019,2020-03-27
2019-03-28,euroSuper95,1.204,87,2019,2020-03-28
2019-03-28,gasOil,1.205,87,2019,2020-03-28
2019-03-29,euroSuper95,1.204,88,2019,2020-03-29
2019-03-29,gasOil,1.205,88,2019,2020-03-29
2019-03-30,euroSuper95,1.204,89,2019,2020-03-30
2019-03-30,gasOil,1.205,89,2019,2020-03-30
2019-03-31,euroSuper95,1.204,90,2019,2020-03-31
2019-03-31,gasOil,1.205,90,2019,2020-03-31
2019-04-01,euroSuper95,1.224,91,2019,2020-04-01
2019-04-01,gasOil,1.214,91,2019,2020-04-01
2019-04-02,euroSuper95,1.224,92,2019,2020-04-02
2019-04-02,gasOil,1.214,92,2019,2020-04-02
2019-04-03,euroSuper95,1.224,93,2019,2020-04-03
2019-04-03,gasOil,1.214,93,2019,2020-04-03
2019-04-04,euroSuper95,1.224,94,2019,2020-04-04
2019-04-04,gasOil,1.214,94,2019,2020-04-04
2019-04-05,euroSuper95,1.224,95,2019,2020-04-05
2019-04-05,gasOil,1.214,95,2019,2020-04-05
2019-04-06,euroSuper95,1.224,96,2019,2020-04-06
2019-04-06,gasOil,1.214,96,2019,2020-04-06
2019-04-07,euroSuper95,1.224,97,2019,2020-04-07
2019-04-07,gasOil,1.214,97,2019,2020-04-07
2019-04-08,euroSuper95,1.244,98,2019,2020-04-08
2019-04-08,gasOil,1.222,98,2019,2020-04-08
2019-04-09,euroSuper95,1.244,99,2019,2020-04-09
2019-04-09,gasOil,1.222,99,2019,2020-04-09
2019-04-10,euroSuper95,1.244,100,2019,2020-04-10
2019-04-10,gasOil,1.222,100,2019,2020-04-10
2019-04-11,euroSuper95,1.244,101,2019,2020-04-11
2019-04-11,gasOil,1.222,101,2019,2020-04-11
2019-04-12,euroSuper95,1.244,102,2019,2020-04-12
2019-04-12,gasOil,1.222,102,2019,2020-04-12
2019-04-13,euroSuper95,1.244,103,2019,2020-04-13
2019-04-13,gasOil,1.222,103,2019,2020-04-13
2019-04-14,euroSuper95,1.244,104,2019,2020-04-14
2019-04-14,gasOil,1.222,104,2019,2020-04-14
2019-04-15,euroSuper95,1.271,105,2019,2020-04-15
2019-04-15,gasOil,1.232,105,2019,2020-04-15
2019-04-16,euroSuper95,1.271,106,2019,2020-04-16
2019-04-16,gasOil,1.232,106,2019,2020-04-16
2019-04-17,euroSuper95,1.271,107,2019,2020-04-17
2019-04-17,gasOil,1.232,107,2019,2020-04-17
2019-04-18,euroSuper95,1.271,108,2019,2020-04-18
2019-04-18,gasOil,1.232,108,2019,2020-04-18
2019-04-19,euroSuper95,1.271,109,2019,2020-04-19
2019-04-19,gasOil,1.232,109,2019,2020-04-19
2019-04-20,euroSuper95,1.271,110,2019,2020-04-20
2019-04-20,gasOil,1.232,110,2019,2020-04-20
2019-04-21,euroSuper95,1.271,111,2019,2020-04-21
2019-04-21,gasOil,1.232,111,2019,2020-04-21
2019-04-22,euroSuper95,1.271,112,2019,2020-04-22
2019-04-22,gasOil,1.232,112,2019,2020-04-22
2019-04-23,euroSuper95,1.271,113,2019,2020-04-23
2019-04-23,gasOil,1.232,113,2019,2020-04-23
2019-04-24,euroSuper95,1.271,114,2019,2020-04-24
2019-04-24,gasOil,1.232,114,2019,2020-04-24
2019-04-25,euroSuper95,1.271,115,2019,2020-04-25
2019-04-25,gasOil,1.232,115,2019,2020-04-25
2019-04-26,euroSuper95,1.271,116,2019,2020-04-26
2019-04-26,gasOil,1.232,116,2019,2020-04-26
2019-04-27,euroSuper95,1.271,117,2019,2020-04-27
2019-04-27,gasOil,1.232,117,2019,2020-04-27
2019-04-28,euroSuper95,1.271,118,2019,2020-04-28
2019-04-28,gasOil,1.232,118,2019,2020-04-28
2019-04-29,euroSuper95,1.292,119,2019,2020-04-29
2019-04-29,gasOil,1.246,119,2019,2020-04-29
2019-04-30,euroSuper95,1.292,120,2019,2020-04-30
2019-04-30,gasOil,1.246,120,2019,2020-04-30
2019-05-01,euroSuper95,1.292,121,2019,2020-05-01
2019-05-01,gasOil,1.246,121,2019,2020-05-01
2019-05-02,euroSuper95,1.292,122,2019,2020-05-02
2019-05-02,gasOil,1.246,122,2019,2020-05-02
2019-05-03,euroSuper95,1.292,123,2019,2020-05-03
2019-05-03,gasOil,1.246,123,2019,2020-05-03
2019-05-04,euroSuper95,1.292,124,2019,2020-05-04
2019-05-04,gasOil,1.246,124,2019,2020-05-04
2019-05-05,euroSuper95,1.292,125,2019,2020-05-05
2019-05-05,gasOil,1.246,125,2019,2020-05-05
2019-05-06,euroSuper95,1.288,126,2019,2020-05-06
2019-05-06,gasOil,1.238,126,2019,2020-05-06
2019-05-07,euroSuper95,1.288,127,2019,2020-05-07
2019-05-07,gasOil,1.238,127,2019,2020-05-07
2019-05-08,euroSuper95,1.288,128,2019,2020-05-08
2019-05-08,gasOil,1.238,128,2019,2020-05-08
2019-05-09,euroSuper95,1.288,129,2019,2020-05-09
2019-05-09,gasOil,1.238,129,2019,2020-05-09
2019-05-10,euroSuper95,1.288,130,2019,2020-05-10
2019-05-10,gasOil,1.238,130,2019,2020-05-10
2019-05-11,euroSuper95,1.288,131,2019,2020-05-11
2019-05-11,gasOil,1.238,131,2019,2020-05-11
2019-05-12,euroSuper95,1.288,132,2019,2020-05-12
2019-05-12,gasOil,1.238,132,2019,2020-05-12
2019-05-13,euroSuper95,1.296,133,2019,2020-05-13
2019-05-13,gasOil,1.244,133,2019,2020-05-13
2019-05-14,euroSuper95,1.296,134,2019,2020-05-14
2019-05-14,gasOil,1.244,134,2019,2020-05-14
2019-05-15,euroSuper95,1.296,135,2019,2020-05-15
2019-05-15,gasOil,1.244,135,2019,2020-05-15
2019-05-16,euroSuper95,1.296,136,2019,2020-05-16
2019-05-16,gasOil,1.244,136,2019,2020-05-16
2019-05-17,euroSuper95,1.296,137,2019,2020-05-17
2019-05-17,gasOil,1.244,137,2019,2020-05-17
2019-05-18,euroSuper95,1.296,138,2019,2020-05-18
2019-05-18,gasOil,1.244,138,2019,2020-05-18
2019-05-19,euroSuper95,1.296,139,2019,2020-05-19
2019-05-19,gasOil,1.244,139,2019,2020-05-19
2019-05-20,euroSuper95,1.306,140,2019,2020-05-20
2019-05-20,gasOil,1.249,140,2019,2020-05-20
2019-05-21,euroSuper95,1.306,141,2019,2020-05-21
2019-05-21,gasOil,1.249,141,2019,2020-05-21
2019-05-22,euroSuper95,1.306,142,2019,2020-05-22
2019-05-22,gasOil,1.249,142,2019,2020-05-22
2019-05-23,euroSuper95,1.306,143,2019,2020-05-23
2019-05-23,gasOil,1.249,143,2019,2020-05-23
2019-05-24,euroSuper95,1.306,144,2019,2020-05-24
2019-05-24,gasOil,1.249,144,2019,2020-05-24
2019-05-25,euroSuper95,1.306,145,2019,2020-05-25
2019-05-25,gasOil,1.249,145,2019,2020-05-25
2019-05-26,euroSuper95,1.306,146,2019,2020-05-26
2019-05-26,gasOil,1.249,146,2019,2020-05-26
2019-05-27,euroSuper95,1.313,147,2019,2020-05-27
2019-05-27,gasOil,1.249,147,2019,2020-05-27
2019-05-28,euroSuper95,1.313,148,2019,2020-05-28
2019-05-28,gasOil,1.249,148,2019,2020-05-28
2019-05-29,euroSuper95,1.313,149,2019,2020-05-29
2019-05-29,gasOil,1.249,149,2019,2020-05-29
2019-05-30,euroSuper95,1.313,150,2019,2020-05-30
2019-05-30,gasOil,1.249,150,2019,2020-05-30
2019-05-31,euroSuper95,1.313,151,2019,2020-05-31
2019-05-31,gasOil,1.249,151,2019,2020-05-31
2019-06-01,euroSuper95,1.313,152,2019,2020-06-01
2019-06-01,gasOil,1.249,152,2019,2020-06-01
2019-06-02,euroSuper95,1.313,153,2019,2020-06-02
2019-06-02,gasOil,1.249,153,2019,2020-06-02
2019-06-03,euroSuper95,1.305,154,2019,2020-06-03
2019-06-03,gasOil,1.237,154,2019,2020-06-03
2019-06-04,euroSuper95,1.305,155,2019,2020-06-04
2019-06-04,gasOil,1.237,155,2019,2020-06-04
2019-06-05,euroSuper95,1.305,156,2019,2020-06-05
2019-06-05,gasOil,1.237,156,2019,2020-06-05
2019-06-06,euroSuper95,1.305,157,2019,2020-06-06
2019-06-06,gasOil,1.237,157,2019,2020-06-06
2019-06-07,euroSuper95,1.305,158,2019,2020-06-07
2019-06-07,gasOil,1.237,158,2019,2020-06-07
2019-06-08,euroSuper95,1.305,159,2019,2020-06-08
2019-06-08,gasOil,1.237,159,2019,2020-06-08
2019-06-09,euroSuper95,1.305,160,2019,2020-06-09
2019-06-09,gasOil,1.237,160,2019,2020-06-09
2019-06-10,euroSuper95,1.267,161,2019,2020-06-10
2019-06-10,gasOil,1.197,161,2019,2020-06-10
2019-06-11,euroSuper95,1.267,162,2019,2020-06-11
2019-06-11,gasOil,1.197,162,2019,2020-06-11
2019-06-12,euroSuper95,1.267,163,2019,2020-06-12
2019-06-12,gasOil,1.197,163,2019,2020-06-12
2019-06-13,euroSuper95,1.267,164,2019,2020-06-13
2019-06-13,gasOil,1.197,164,2019,2020-06-13
2019-06-14,euroSuper95,1.267,165,2019,2020-06-14
2019-06-14,gasOil,1.197,165,2019,2020-06-14
2019-06-15,euroSuper95,1.267,166,2019,2020-06-15
2019-06-15,gasOil,1.197,166,2019,2020-06-15
2019-06-16,euroSuper95,1.267,167,2019,2020-06-16
2019-06-16,gasOil,1.197,167,2019,2020-06-16
2019-06-17,euroSuper95,1.263,168,2019,2020-06-17
2019-06-17,gasOil,1.197,168,2019,2020-06-17
2019-06-18,euroSuper95,1.263,169,2019,2020-06-18
2019-06-18,gasOil,1.197,169,2019,2020-06-18
2019-06-19,euroSuper95,1.263,170,2019,2020-06-19
2019-06-19,gasOil,1.197,170,2019,2020-06-19
2019-06-20,euroSuper95,1.263,171,2019,2020-06-20
2019-06-20,gasOil,1.197,171,2019,2020-06-20
2019-06-21,euroSuper95,1.263,172,2019,2020-06-21
2019-06-21,gasOil,1.197,172,2019,2020-06-21
2019-06-22,euroSuper95,1.263,173,2019,2020-06-22
2019-06-22,gasOil,1.197,173,2019,2020-06-22
2019-06-23,euroSuper95,1.263,174,2019,2020-06-23
2019-06-23,gasOil,1.197,174,2019,2020-06-23
2019-06-24,euroSuper95,1.246,175,2019,2020-06-24
2019-06-24,gasOil,1.187,175,2019,2020-06-24
2019-06-25,euroSuper95,1.246,176,2019,2020-06-25
2019-06-25,gasOil,1.187,176,2019,2020-06-25
2019-06-26,euroSuper95,1.246,177,2019,2020-06-26
2019-06-26,gasOil,1.187,177,2019,2020-06-26
2019-06-27,euroSuper95,1.246,178,2019,2020-06-27
2019-06-27,gasOil,1.187,178,2019,2020-06-27
2019-06-28,euroSuper95,1.246,179,2019,2020-06-28
2019-06-28,gasOil,1.187,179,2019,2020-06-28
2019-06-29,euroSuper95,1.246,180,2019,2020-06-29
2019-06-29,gasOil,1.187,180,2019,2020-06-29
2019-06-30,euroSuper95,1.246,181,2019,2020-06-30
2019-06-30,gasOil,1.187,181,2019,2020-06-30
2019-07-01,euroSuper95,1.254,182,2019,2020-07-01
2019-07-01,gasOil,1.195,182,2019,2020-07-01
2019-07-02,euroSuper95,1.254,183,2019,2020-07-02
2019-07-02,gasOil,1.195,183,2019,2020-07-02
2019-07-03,euroSuper95,1.254,184,2019,2020-07-03
2019-07-03,gasOil,1.195,184,2019,2020-07-03
2019-07-04,euroSuper95,1.254,185,2019,2020-07-04
2019-07-04,gasOil,1.195,185,2019,2020-07-04
2019-07-05,euroSuper95,1.254,186,2019,2020-07-05
2019-07-05,gasOil,1.195,186,2019,2020-07-05
2019-07-06,euroSuper95,1.254,187,2019,2020-07-06
2019-07-06,gasOil,1.195,187,2019,2020-07-06
2019-07-07,euroSuper95,1.254,188,2019,2020-07-07
2019-07-07,gasOil,1.195,188,2019,2020-07-07
2019-07-08,euroSuper95,1.269,189,2019,2020-07-08
2019-07-08,gasOil,1.207,189,2019,2020-07-08
2019-07-09,euroSuper95,1.269,190,2019,2020-07-09
2019-07-09,gasOil,1.207,190,2019,2020-07-09
2019-07-10,euroSuper95,1.269,191,2019,2020-07-10
2019-07-10,gasOil,1.207,191,2019,2020-07-10
2019-07-11,euroSuper95,1.269,192,2019,2020-07-11
2019-07-11,gasOil,1.207,192,2019,2020-07-11
2019-07-12,euroSuper95,1.269,193,2019,2020-07-12
2019-07-12,gasOil,1.207,193,2019,2020-07-12
2019-07-13,euroSuper95,1.269,194,2019,2020-07-13
2019-07-13,gasOil,1.207,194,2019,2020-07-13
2019-07-14,euroSuper95,1.269,195,2019,2020-07-14
2019-07-14,gasOil,1.207,195,2019,2020-07-14
2019-07-15,euroSuper95,1.274,196,2019,2020-07-15
2019-07-15,gasOil,1.208,196,2019,2020-07-15
2019-07-16,euroSuper95,1.274,197,2019,2020-07-16
2019-07-16,gasOil,1.208,197,2019,2020-07-16
2019-07-17,euroSuper95,1.274,198,2019,2020-07-17
2019-07-17,gasOil,1.208,198,2019,2020-07-17
2019-07-18,euroSuper95,1.274,199,2019,2020-07-18
2019-07-18,gasOil,1.208,199,2019,2020-07-18
2019-07-19,euroSuper95,1.274,200,2019,2020-07-19
2019-07-19,gasOil,1.208,200,2019,2020-07-19
2019-07-20,euroSuper95,1.274,201,2019,2020-07-20
2019-07-20,gasOil,1.208,201,2019,2020-07-20
2019-07-21,euroSuper95,1.274,202,2019,2020-07-21
2019-07-21,gasOil,1.208,202,2019,2020-07-21
2019-07-22,euroSuper95,1.266,203,2019,2020-07-22
2019-07-22,gasOil,1.192,203,2019,2020-07-22
2019-07-23,euroSuper95,1.266,204,2019,2020-07-23
2019-07-23,gasOil,1.192,204,2019,2020-07-23
2019-07-24,euroSuper95,1.266,205,2019,2020-07-24
2019-07-24,gasOil,1.192,205,2019,2020-07-24
2019-07-25,euroSuper95,1.266,206,2019,2020-07-25
2019-07-25,gasOil,1.192,206,2019,2020-07-25
2019-07-26,euroSuper95,1.266,207,2019,2020-07-26
2019-07-26,gasOil,1.192,207,2019,2020-07-26
2019-07-27,euroSuper95,1.266,208,2019,2020-07-27
2019-07-27,gasOil,1.192,208,2019,2020-07-27
2019-07-28,euroSuper95,1.266,209,2019,2020-07-28
2019-07-28,gasOil,1.192,209,2019,2020-07-28
2019-07-29,euroSuper95,1.263,210,2019,2020-07-29
2019-07-29,gasOil,1.194,210,2019,2020-07-29
2019-07-30,euroSuper95,1.263,211,2019,2020-07-30
2019-07-30,gasOil,1.194,211,2019,2020-07-30
2019-07-31,euroSuper95,1.263,212,2019,2020-07-31
2019-07-31,gasOil,1.194,212,2019,2020-07-31
2019-08-01,euroSuper95,1.263,213,2019,2020-08-01
2019-08-01,gasOil,1.194,213,2019,2020-08-01
2019-08-02,euroSuper95,1.263,214,2019,2020-08-02
2019-08-02,gasOil,1.194,214,2019,2020-08-02
2019-08-03,euroSuper95,1.263,215,2019,2020-08-03
2019-08-03,gasOil,1.194,215,2019,2020-08-03
2019-08-04,euroSuper95,1.263,216,2019,2020-08-04
2019-08-04,gasOil,1.194,216,2019,2020-08-04
2019-08-05,euroSuper95,1.266,217,2019,2020-08-05
2019-08-05,gasOil,1.198,217,2019,2020-08-05
2019-08-06,euroSuper95,1.266,218,2019,2020-08-06
2019-08-06,gasOil,1.198,218,2019,2020-08-06
2019-08-07,euroSuper95,1.266,219,2019,2020-08-07
2019-08-07,gasOil,1.198,219,2019,2020-08-07
2019-08-08,euroSuper95,1.266,220,2019,2020-08-08
2019-08-08,gasOil,1.198,220,2019,2020-08-08
2019-08-09,euroSuper95,1.266,221,2019,2020-08-09
2019-08-09,gasOil,1.198,221,2019,2020-08-09
2019-08-10,euroSuper95,1.266,222,2019,2020-08-10
2019-08-10,gasOil,1.198,222,2019,2020-08-10
2019-08-11,euroSuper95,1.266,223,2019,2020-08-11
2019-08-11,gasOil,1.198,223,2019,2020-08-11
2019-08-12,euroSuper95,1.247,224,2019,2020-08-12
2019-08-12,gasOil,1.18,224,2019,2020-08-12
2019-08-13,euroSuper95,1.247,225,2019,2020-08-13
2019-08-13,gasOil,1.18,225,2019,2020-08-13
2019-08-14,euroSuper95,1.247,226,2019,2020-08-14
2019-08-14,gasOil,1.18,226,2019,2020-08-14
2019-08-15,euroSuper95,1.247,227,2019,2020-08-15
2019-08-15,gasOil,1.18,227,2019,2020-08-15
2019-08-16,euroSuper95,1.247,228,2019,2020-08-16
2019-08-16,gasOil,1.18,228,2019,2020-08-16
2019-08-17,euroSuper95,1.247,229,2019,2020-08-17
2019-08-17,gasOil,1.18,229,2019,2020-08-17
2019-08-18,euroSuper95,1.247,230,2019,2020-08-18
2019-08-18,gasOil,1.18,230,2019,2020-08-18
2019-08-19,euroSuper95,1.237,231,2019,2020-08-19
2019-08-19,gasOil,1.176,231,2019,2020-08-19
2019-08-20,euroSuper95,1.237,232,2019,2020-08-20
2019-08-20,gasOil,1.176,232,2019,2020-08-20
2019-08-21,euroSuper95,1.237,233,2019,2020-08-21
2019-08-21,gasOil,1.176,233,2019,2020-08-21
2019-08-22,euroSuper95,1.237,234,2019,2020-08-22
2019-08-22,gasOil,1.176,234,2019,2020-08-22
2019-08-23,euroSuper95,1.237,235,2019,2020-08-23
2019-08-23,gasOil,1.176,235,2019,2020-08-23
2019-08-24,euroSuper95,1.237,236,2019,2020-08-24
2019-08-24,gasOil,1.176,236,2019,2020-08-24
2019-08-25,euroSuper95,1.237,237,2019,2020-08-25
2019-08-25,gasOil,1.176,237,2019,2020-08-25
2019-08-26,euroSuper95,1.239,238,2019,2020-08-26
2019-08-26,gasOil,1.18,238,2019,2020-08-26
2019-08-27,euroSuper95,1.239,239,2019,2020-08-27
2019-08-27,gasOil,1.18,239,2019,2020-08-27
2019-08-28,euroSuper95,1.239,240,2019,2020-08-28
2019-08-28,gasOil,1.18,240,2019,2020-08-28
2019-08-29,euroSuper95,1.239,241,2019,2020-08-29
2019-08-29,gasOil,1.18,241,2019,2020-08-29
2019-08-30,euroSuper95,1.239,242,2019,2020-08-30
2019-08-30,gasOil,1.18,242,2019,2020-08-30
2019-08-31,euroSuper95,1.239,243,2019,2020-08-31
2019-08-31,gasOil,1.18,243,2019,2020-08-31
2019-09-01,euroSuper95,1.239,244,2019,2020-09-01
2019-09-01,gasOil,1.18,244,2019,2020-09-01
2019-09-02,euroSuper95,1.233,245,2019,2020-09-02
2019-09-02,gasOil,1.181,245,2019,2020-09-02
2019-09-03,euroSuper95,1.233,246,2019,2020-09-03
2019-09-03,gasOil,1.181,246,2019,2020-09-03
2019-09-04,euroSuper95,1.233,247,2019,2020-09-04
2019-09-04,gasOil,1.181,247,2019,2020-09-04
2019-09-05,euroSuper95,1.233,248,2019,2020-09-05
2019-09-05,gasOil,1.181,248,2019,2020-09-05
2019-09-06,euroSuper95,1.233,249,2019,2020-09-06
2019-09-06,gasOil,1.181,249,2019,2020-09-06
2019-09-07,euroSuper95,1.233,250,2019,2020-09-07
2019-09-07,gasOil,1.181,250,2019,2020-09-07
2019-09-08,euroSuper95,1.233,251,2019,2020-09-08
2019-09-08,gasOil,1.181,251,2019,2020-09-08
2019-09-09,euroSuper95,1.246,252,2019,2020-09-09
2019-09-09,gasOil,1.197,252,2019,2020-09-09
2019-09-10,euroSuper95,1.246,253,2019,2020-09-10
2019-09-10,gasOil,1.197,253,2019,2020-09-10
2019-09-11,euroSuper95,1.246,254,2019,2020-09-11
2019-09-11,gasOil,1.197,254,2019,2020-09-11
2019-09-12,euroSuper95,1.246,255,2019,2020-09-12
2019-09-12,gasOil,1.197,255,2019,2020-09-12
2019-09-13,euroSuper95,1.246,256,2019,2020-09-13
2019-09-13,gasOil,1.197,256,2019,2020-09-13
2019-09-14,euroSuper95,1.246,257,2019,2020-09-14
2019-09-14,gasOil,1.197,257,2019,2020-09-14
2019-09-15,euroSuper95,1.246,258,2019,2020-09-15
2019-09-15,gasOil,1.197,258,2019,2020-09-15
2019-09-16,euroSuper95,1.245,259,2019,2020-09-16
2019-09-16,gasOil,1.2,259,2019,2020-09-16
2019-09-17,euroSuper95,1.245,260,2019,2020-09-17
2019-09-17,gasOil,1.2,260,2019,2020-09-17
2019-09-18,euroSuper95,1.245,261,2019,2020-09-18
2019-09-18,gasOil,1.2,261,2019,2020-09-18
2019-09-19,euroSuper95,1.245,262,2019,2020-09-19
2019-09-19,gasOil,1.2,262,2019,2020-09-19
2019-09-20,euroSuper95,1.245,263,2019,2020-09-20
2019-09-20,gasOil,1.2,263,2019,2020-09-20
2019-09-21,euroSuper95,1.245,264,2019,2020-09-21
2019-09-21,gasOil,1.2,264,2019,2020-09-21
2019-09-22,euroSuper95,1.245,265,2019,2020-09-22
2019-09-22,gasOil,1.2,265,2019,2020-09-22
2019-09-23,euroSuper95,1.269,266,2019,2020-09-23
2019-09-23,gasOil,1.231,266,2019,2020-09-23
2019-09-24,euroSuper95,1.269,267,2019,2020-09-24
2019-09-24,gasOil,1.231,267,2019,2020-09-24
2019-09-25,euroSuper95,1.269,268,2019,2020-09-25
2019-09-25,gasOil,1.231,268,2019,2020-09-25
