date,variable,last,day,year,date20
2019-09-26,euroSuper95,1.269,269,2019,2020-09-26
2019-09-26,gasOil,1.231,269,2019,2020-09-26
2019-09-27,euroSuper95,1.269,270,2019,2020-09-27
2019-09-27,gasOil,1.231,270,2019,2020-09-27
2019-09-28,euroSuper95,1.269,271,2019,2020-09-28
2019-09-28,gasOil,1.231,271,2019,2020-09-28
2019-09-29,euroSuper95,1.269,272,2019,2020-09-29
2019-09-29,gasOil,1.231,272,2019,2020-09-29
2019-09-30,euroSuper95,1.244,273,2019,2020-09-30
2019-09-30,gasOil,1.216,273,2019,2020-09-30
2019-10-01,euroSuper95,1.244,274,2019,2020-10-01
2019-10-01,gasOil,1.216,274,2019,2020-10-01
2019-10-02,euroSuper95,1.244,275,2019,2020-10-02
2019-10-02,gasOil,1.216,275,2019,2020-10-02
2019-10-03,euroSuper95,1.244,276,2019,2020-10-03
2019-10-03,gasOil,1.216,276,2019,2020-10-03
2019-10-04,euroSuper95,1.244,277,2019,2020-10-04
2019-10-04,gasOil,1.216,277,2019,2020-10-04
2019-10-05,euroSuper95,1.244,278,2019,2020-10-05
2019-10-05,gasOil,1.216,278,2019,2020-10-05
2019-10-06,euroSuper95,1.244,279,2019,2020-10-06
2019-10-06,gasOil,1.216,279,2019,2020-10-06
2019-10-07,euroSuper95,1.248,280,2019,2020-10-07
2019-10-07,gasOil,1.21,280,2019,2020-10-07
2019-10-08,euroSuper95,1.248,281,2019,2020-10-08
2019-10-08,gasOil,1.21,281,2019,2020-10-08
2019-10-09,euroSuper95,1.248,282,2019,2020-10-09
2019-10-09,gasOil,1.21,282,2019,2020-10-09
2019-10-10,euroSuper95,1.248,283,2019,2020-10-10
2019-10-10,gasOil,1.21,283,2019,2020-10-10
2019-10-11,euroSuper95,1.248,284,2019,2020-10-11
2019-10-11,gasOil,1.21,284,2019,2020-10-11
2019-10-12,euroSuper95,1.248,285,2019,2020-10-12
2019-10-12,gasOil,1.21,285,2019,2020-10-12
2019-10-13,euroSuper95,1.248,286,2019,2020-10-13
2019-10-13,gasOil,1.21,286,2019,2020-10-13
2019-10-14,euroSuper95,1.239,287,2019,2020-10-14
2019-10-14,gasOil,1.206,287,2019,2020-10-14
2019-10-15,euroSuper95,1.239,288,2019,2020-10-15
2019-10-15,gasOil,1.206,288,2019,2020-10-15
2019-10-16,euroSuper95,1.239,289,2019,2020-10-16
2019-10-16,gasOil,1.206,289,2019,2020-10-16
2019-10-17,euroSuper95,1.239,290,2019,2020-10-17
2019-10-17,gasOil,1.206,290,2019,2020-10-17
2019-10-18,euroSuper95,1.239,291,2019,2020-10-18
2019-10-18,gasOil,1.206,291,2019,2020-10-18
2019-10-19,euroSuper95,1.239,292,2019,2020-10-19
2019-10-19,gasOil,1.206,292,2019,2020-10-19
2019-10-20,euroSuper95,1.239,293,2019,2020-10-20
2019-10-20,gasOil,1.206,293,2019,2020-10-20
2019-10-21,euroSuper95,1.232,294,2019,2020-10-21
2019-10-21,gasOil,1.202,294,2019,2020-10-21
2019-10-22,euroSuper95,1.232,295,2019,2020-10-22
2019-10-22,gasOil,1.202,295,2019,2020-10-22
2019-10-23,euroSuper95,1.232,296,2019,2020-10-23
2019-10-23,gasOil,1.202,296,2019,2020-10-23
2019-10-24,euroSuper95,1.232,297,2019,2020-10-24
2019-10-24,gasOil,1.202,297,2019,2020-10-24
2019-10-25,euroSuper95,1.232,298,2019,2020-10-25
2019-10-25,gasOil,1.202,298,2019,2020-10-25
2019-10-26,euroSuper95,1.232,299,2019,2020-10-26
2019-10-26,gasOil,1.202,299,2019,2020-10-26
2019-10-27,euroSuper95,1.232,300,2019,2020-10-27
2019-10-27,gasOil,1.202,300,2019,2020-10-27
2019-10-28,euroSuper95,1.233,301,2019,2020-10-28
2019-10-28,gasOil,1.205,301,2019,2020-10-28
2019-10-29,euroSuper95,1.233,302,2019,2020-10-29
2019-10-29,gasOil,1.205,302,2019,2020-10-29
2019-10-30,euroSuper95,1.233,303,2019,2020-10-30
2019-10-30,gasOil,1.205,303,2019,2020-10-30
2019-10-31,euroSuper95,1.233,304,2019,2020-10-31
2019-10-31,gasOil,1.205,304,2019,2020-10-31
2019-11-01,euroSuper95,1.233,305,2019,2020-11-01
2019-11-01,gasOil,1.205,305,2019,2020-11-01
2019-11-02,euroSuper95,1.233,306,2019,2020-11-02
2019-11-02,gasOil,1.205,306,2019,2020-11-02
2019-11-03,euroSuper95,1.233,307,2019,2020-11-03
2019-11-03,gasOil,1.205,307,2019,2020-11-03
2019-11-04,euroSuper95,1.233,308,2019,2020-11-04
2019-11-04,gasOil,1.202,308,2019,2020-11-04
2019-11-05,euroSuper95,1.233,309,2019,2020-11-05
2019-11-05,gasOil,1.202,309,2019,2020-11-05
2019-11-06,euroSuper95,1.233,310,2019,2020-11-06
2019-11-06,gasOil,1.202,310,2019,2020-11-06
2019-11-07,euroSuper95,1.233,311,2019,2020-11-07
2019-11-07,gasOil,1.202,311,2019,2020-11-07
2019-11-08,euroSuper95,1.233,312,2019,2020-11-08
2019-11-08,gasOil,1.202,312,2019,2020-11-08
2019-11-09,euroSuper95,1.233,313,2019,2020-11-09
2019-11-09,gasOil,1.202,313,2019,2020-11-09
2019-11-10,euroSuper95,1.233,314,2019,2020-11-10
2019-11-10,gasOil,1.202,314,2019,2020-11-10
2019-11-11,euroSuper95,1.244,315,2019,2020-11-11
2019-11-11,gasOil,1.205,315,2019,2020-11-11
2019-11-12,euroSuper95,1.244,316,2019,2020-11-12
2019-11-12,gasOil,1.205,316,2019,2020-11-12
2019-11-13,euroSuper95,1.244,317,2019,2020-11-13
2019-11-13,gasOil,1.205,317,2019,2020-11-13
2019-11-14,euroSuper95,1.244,318,2019,2020-11-14
2019-11-14,gasOil,1.205,318,2019,2020-11-14
2019-11-15,euroSuper95,1.244,319,2019,2020-11-15
2019-11-15,gasOil,1.205,319,2019,2020-11-15
2019-11-16,euroSuper95,1.244,320,2019,2020-11-16
2019-11-16,gasOil,1.205,320,2019,2020-11-16
2019-11-17,euroSuper95,1.244,321,2019,2020-11-17
2019-11-17,gasOil,1.205,321,2019,2020-11-17
2019-11-18,euroSuper95,1.238,322,2019,2020-11-18
2019-11-18,gasOil,1.207,322,2019,2020-11-18
2019-11-19,euroSuper95,1.238,323,2019,2020-11-19
2019-11-19,gasOil,1.207,323,2019,2020-11-19
2019-11-20,euroSuper95,1.238,324,2019,2020-11-20
2019-11-20,gasOil,1.207,324,2019,2020-11-20
2019-11-21,euroSuper95,1.238,325,2019,2020-11-21
2019-11-21,gasOil,1.207,325,2019,2020-11-21
2019-11-22,euroSuper95,1.238,326,2019,2020-11-22
2019-11-22,gasOil,1.207,326,2019,2020-11-22
2019-11-23,euroSuper95,1.238,327,2019,2020-11-23
2019-11-23,gasOil,1.207,327,2019,2020-11-23
2019-11-24,euroSuper95,1.238,328,2019,2020-11-24
2019-11-24,gasOil,1.207,328,2019,2020-11-24
2019-11-25,euroSuper95,1.239,329,2019,2020-11-25
2019-11-25,gasOil,1.204,329,2019,2020-11-25
2019-11-26,euroSuper95,1.239,330,2019,2020-11-26
2019-11-26,gasOil,1.204,330,2019,2020-11-26
2019-11-27,euroSuper95,1.239,331,2019,2020-11-27
2019-11-27,gasOil,1.204,331,2019,2020-11-27
2019-11-28,euroSuper95,1.239,332,2019,2020-11-28
2019-11-28,gasOil,1.204,332,2019,2020-11-28
2019-11-29,euroSuper95,1.239,333,2019,2020-11-29
2019-11-29,gasOil,1.204,333,2019,2020-11-29
2019-11-30,euroSuper95,1.239,334,2019,2020-11-30
2019-11-30,gasOil,1.204,334,2019,2020-11-30
2019-12-01,euroSuper95,1.239,335,2019,2020-12-01
2019-12-01,gasOil,1.204,335,2019,2020-12-01
2019-12-02,euroSuper95,1.243,336,2019,2020-12-02
2019-12-02,gasOil,1.205,336,2019,2020-12-02
2019-12-03,euroSuper95,1.243,337,2019,2020-12-03
2019-12-03,gasOil,1.205,337,2019,2020-12-03
2019-12-04,euroSuper95,1.243,338,2019,2020-12-04
2019-12-04,gasOil,1.205,338,2019,2020-12-04
2019-12-05,euroSuper95,1.243,339,2019,2020-12-05
2019-12-05,gasOil,1.205,339,2019,2020-12-05
2019-12-06,euroSuper95,1.243,340,2019,2020-12-06
2019-12-06,gasOil,1.205,340,2019,2020-12-06
2019-12-07,euroSuper95,1.243,341,2019,2020-12-07
2019-12-07,gasOil,1.205,341,2019,2020-12-07
2019-12-08,euroSuper95,1.243,342,2019,2020-12-08
2019-12-08,gasOil,1.205,342,2019,2020-12-08
2019-12-09,euroSuper95,1.246,343,2019,2020-12-09
2019-12-09,gasOil,1.21,343,2019,2020-12-09
2019-12-10,euroSuper95,1.246,344,2019,2020-12-10
2019-12-10,gasOil,1.21,344,2019,2020-12-10
2019-12-11,euroSuper95,1.246,345,2019,2020-12-11
2019-12-11,gasOil,1.21,345,2019,2020-12-11
2019-12-12,euroSuper95,1.246,346,2019,2020-12-12
2019-12-12,gasOil,1.21,346,2019,2020-12-12
2019-12-13,euroSuper95,1.246,347,2019,2020-12-13
2019-12-13,gasOil,1.21,347,2019,2020-12-13
2019-12-14,euroSuper95,1.246,348,2019,2020-12-14
2019-12-14,gasOil,1.21,348,2019,2020-12-14
2019-12-15,euroSuper95,1.246,349,2019,2020-12-15
2019-12-15,gasOil,1.21,349,2019,2020-12-15
2019-12-16,euroSuper95,1.228,350,2019,2020-12-16
2019-12-16,gasOil,1.199,350,2019,2020-12-16
2019-12-17,euroSuper95,1.228,351,2019,2020-12-17
2019-12-17,gasOil,1.199,351,2019,2020-12-17
2019-12-18,euroSuper95,1.228,352,2019,2020-12-18
2019-12-18,gasOil,1.199,352,2019,2020-12-18
2019-12-19,euroSuper95,1.228,353,2019,2020-12-19
2019-12-19,gasOil,1.199,353,2019,2020-12-19
2019-12-20,euroSuper95,1.228,354,2019,2020-12-20
2019-12-20,gasOil,1.199,354,2019,2020-12-20
2019-12-21,euroSuper95,1.228,355,2019,2020-12-21
2019-12-21,gasOil,1.199,355,2019,2020-12-21
2019-12-22,euroSuper95,1.228,356,2019,2020-12-22
2019-12-22,gasOil,1.199,356,2019,2020-12-22
2019-12-23,euroSuper95,1.228,357,2019,2020-12-23
2019-12-23,gasOil,1.199,357,2019,2020-12-23
2019-12-24,euroSuper95,1.228,358,2019,2020-12-24
2019-12-24,gasOil,1.199,358,2019,2020-12-24
2019-12-25,euroSuper95,1.228,359,2019,2020-12-25
2019-12-25,gasOil,1.199,359,2019,2020-12-25
2019-12-26,euroSuper95,1.228,360,2019,2020-12-26
2019-12-26,gasOil,1.199,360,2019,2020-12-26
2019-12-27,euroSuper95,1.228,361,2019,2020-12-27
2019-12-27,gasOil,1.199,361,2019,2020-12-27
2019-12-28,euroSuper95,1.228,362,2019,2020-12-28
2019-12-28,gasOil,1.199,362,2019,2020-12-28
2019-12-29,euroSuper95,1.228,363,2019,2020-12-29
2019-12-29,gasOil,1.199,363,2019,2020-12-29
2019-12-30,euroSuper95,1.228,364,2019,2020-12-30
2019-12-30,gasOil,1.199,364,2019,2020-12-30
2019-12-31,euroSuper95,1.228,365,2019,2020-12-31
2019-12-31,gasOil,1.199,365,2019,2020-12-31
2020-01-01,euroSuper95,1.228,1,2020,2020-01-01
2020-01-01,gasOil,1.199,1,2020,2020-01-01
2020-01-02,euroSuper95,1.228,2,2020,2020-01-02
2020-01-02,gasOil,1.199,2,2020,2020-01-02
2020-01-03,euroSuper95,1.228,3,2020,2020-01-03
2020-01-03,gasOil,1.199,3,2020,2020-01-03
2020-01-04,euroSuper95,1.228,4,2020,2020-01-04
2020-01-04,gasOil,1.199,4,2020,2020-01-04
2020-01-05,euroSuper95,1.228,5,2020,2020-01-05
2020-01-05,gasOil,1.199,5,2020,2020-01-05
2020-01-06,euroSuper95,1.238,6,2020,2020-01-06
2020-01-06,gasOil,1.221,6,2020,2020-01-06
2020-01-07,euroSuper95,1.238,7,2020,2020-01-07
2020-01-07,gasOil,1.221,7,2020,2020-01-07
2020-01-08,euroSuper95,1.238,8,2020,2020-01-08
2020-01-08,gasOil,1.221,8,2020,2020-01-08
2020-01-09,euroSuper95,1.238,9,2020,2020-01-09
2020-01-09,gasOil,1.221,9,2020,2020-01-09
2020-01-10,euroSuper95,1.238,10,2020,2020-01-10
2020-01-10,gasOil,1.221,10,2020,2020-01-10
2020-01-11,euroSuper95,1.238,11,2020,2020-01-11
2020-01-11,gasOil,1.221,11,2020,2020-01-11
2020-01-12,euroSuper95,1.238,12,2020,2020-01-12
2020-01-12,gasOil,1.221,12,2020,2020-01-12
2020-01-13,euroSuper95,1.243,13,2020,2020-01-13
2020-01-13,gasOil,1.221,13,2020,2020-01-13
2020-01-14,euroSuper95,1.243,14,2020,2020-01-14
2020-01-14,gasOil,1.221,14,2020,2020-01-14
2020-01-15,euroSuper95,1.243,15,2020,2020-01-15
2020-01-15,gasOil,1.221,15,2020,2020-01-15
2020-01-16,euroSuper95,1.243,16,2020,2020-01-16
2020-01-16,gasOil,1.221,16,2020,2020-01-16
2020-01-17,euroSuper95,1.243,17,2020,2020-01-17
2020-01-17,gasOil,1.221,17,2020,2020-01-17
2020-01-18,euroSuper95,1.243,18,2020,2020-01-18
2020-01-18,gasOil,1.221,18,2020,2020-01-18
2020-01-19,euroSuper95,1.243,19,2020,2020-01-19
2020-01-19,gasOil,1.221,19,2020,2020-01-19
2020-01-20,euroSuper95,1.233,20,2020,2020-01-20
2020-01-20,gasOil,1.209,20,2020,2020-01-20
2020-01-21,euroSuper95,1.233,21,2020,2020-01-21
2020-01-21,gasOil,1.209,21,2020,2020-01-21
2020-01-22,euroSuper95,1.233,22,2020,2020-01-22
2020-01-22,gasOil,1.209,22,2020,2020-01-22
2020-01-23,euroSuper95,1.233,23,2020,2020-01-23
2020-01-23,gasOil,1.209,23,2020,2020-01-23
2020-01-24,euroSuper95,1.233,24,2020,2020-01-24
2020-01-24,gasOil,1.209,24,2020,2020-01-24
2020-01-25,euroSuper95,1.233,25,2020,2020-01-25
2020-01-25,gasOil,1.209,25,2020,2020-01-25
2020-01-26,euroSuper95,1.233,26,2020,2020-01-26
2020-01-26,gasOil,1.209,26,2020,2020-01-26
2020-01-27,euroSuper95,1.225,27,2020,2020-01-27
2020-01-27,gasOil,1.202,27,2020,2020-01-27
2020-01-28,euroSuper95,1.225,28,2020,2020-01-28
2020-01-28,gasOil,1.202,28,2020,2020-01-28
2020-01-29,euroSuper95,1.225,29,2020,2020-01-29
2020-01-29,gasOil,1.202,29,2020,2020-01-29
2020-01-30,euroSuper95,1.225,30,2020,2020-01-30
2020-01-30,gasOil,1.202,30,2020,2020-01-30
2020-01-31,euroSuper95,1.225,31,2020,2020-01-31
2020-01-31,gasOil,1.202,31,2020,2020-01-31
2020-02-01,euroSuper95,1.225,32,2020,2020-02-01
2020-02-01,gasOil,1.202,32,2020,2020-02-01
2020-02-02,euroSuper95,1.225,33,2020,2020-02-02
2020-02-02,gasOil,1.202,33,2020,2020-02-02
2020-02-03,euroSuper95,1.212,34,2020,2020-02-03
2020-02-03,gasOil,1.186,34,2020,2020-02-03
2020-02-04,euroSuper95,1.212,35,2020,2020-02-04
2020-02-04,gasOil,1.186,35,2020,2020-02-04
2020-02-05,euroSuper95,1.212,36,2020,2020-02-05
2020-02-05,gasOil,1.186,36,2020,2020-02-05
2020-02-06,euroSuper95,1.212,37,2020,2020-02-06
2020-02-06,gasOil,1.186,37,2020,2020-02-06
2020-02-07,euroSuper95,1.212,38,2020,2020-02-07
2020-02-07,gasOil,1.186,38,2020,2020-02-07
2020-02-08,euroSuper95,1.212,39,2020,2020-02-08
2020-02-08,gasOil,1.186,39,2020,2020-02-08
2020-02-09,euroSuper95,1.212,40,2020,2020-02-09
2020-02-09,gasOil,1.186,40,2020,2020-02-09
2020-02-10,euroSuper95,1.201,41,2020,2020-02-10
2020-02-10,gasOil,1.176,41,2020,2020-02-10
2020-02-11,euroSuper95,1.201,42,2020,2020-02-11
2020-02-11,gasOil,1.176,42,2020,2020-02-11
2020-02-12,euroSuper95,1.201,43,2020,2020-02-12
2020-02-12,gasOil,1.176,43,2020,2020-02-12
2020-02-13,euroSuper95,1.201,44,2020,2020-02-13
2020-02-13,gasOil,1.176,44,2020,2020-02-13
2020-02-14,euroSuper95,1.201,45,2020,2020-02-14
2020-02-14,gasOil,1.176,45,2020,2020-02-14
2020-02-15,euroSuper95,1.201,46,2020,2020-02-15
2020-02-15,gasOil,1.176,46,2020,2020-02-15
2020-02-16,euroSuper95,1.201,47,2020,2020-02-16
2020-02-16,gasOil,1.176,47,2020,2020-02-16
2020-02-17,euroSuper95,1.196,48,2020,2020-02-17
2020-02-17,gasOil,1.16,48,2020,2020-02-17
2020-02-18,euroSuper95,1.196,49,2020,2020-02-18
2020-02-18,gasOil,1.16,49,2020,2020-02-18
2020-02-19,euroSuper95,1.196,50,2020,2020-02-19
2020-02-19,gasOil,1.16,50,2020,2020-02-19
2020-02-20,euroSuper95,1.196,51,2020,2020-02-20
2020-02-20,gasOil,1.16,51,2020,2020-02-20
2020-02-21,euroSuper95,1.196,52,2020,2020-02-21
2020-02-21,gasOil,1.16,52,2020,2020-02-21
2020-02-22,euroSuper95,1.196,53,2020,2020-02-22
2020-02-22,gasOil,1.16,53,2020,2020-02-22
2020-02-23,euroSuper95,1.196,54,2020,2020-02-23
2020-02-23,gasOil,1.16,54,2020,2020-02-23
2020-02-24,euroSuper95,1.211,55,2020,2020-02-24
2020-02-24,gasOil,1.171,55,2020,2020-02-24
2020-02-25,euroSuper95,1.211,56,2020,2020-02-25
2020-02-25,gasOil,1.171,56,2020,2020-02-25
2020-02-26,euroSuper95,1.211,57,2020,2020-02-26
2020-02-26,gasOil,1.171,57,2020,2020-02-26
2020-02-27,euroSuper95,1.211,58,2020,2020-02-27
2020-02-27,gasOil,1.171,58,2020,2020-02-27
2020-02-28,euroSuper95,1.211,59,2020,2020-02-28
2020-02-28,gasOil,1.171,59,2020,2020-02-28
2020-02-29,euroSuper95,1.211,60,2020,2020-02-29
2020-02-29,gasOil,1.171,60,2020,2020-02-29
2020-03-01,euroSuper95,1.211,61,2020,2020-03-01
2020-03-01,gasOil,1.171,61,2020,2020-03-01
2020-03-02,euroSuper95,1.184,62,2020,2020-03-02
2020-03-02,gasOil,1.138,62,2020,2020-03-02
2020-03-03,euroSuper95,1.184,63,2020,2020-03-03
2020-03-03,gasOil,1.138,63,2020,2020-03-03
2020-03-04,euroSuper95,1.184,64,2020,2020-03-04
2020-03-04,gasOil,1.138,64,2020,2020-03-04
2020-03-05,euroSuper95,1.184,65,2020,2020-03-05
2020-03-05,gasOil,1.138,65,2020,2020-03-05
2020-03-06,euroSuper95,1.184,66,2020,2020-03-06
2020-03-06,gasOil,1.138,66,2020,2020-03-06
2020-03-07,euroSuper95,1.184,67,2020,2020-03-07
2020-03-07,gasOil,1.138,67,2020,2020-03-07
2020-03-08,euroSuper95,1.184,68,2020,2020-03-08
2020-03-08,gasOil,1.138,68,2020,2020-03-08
2020-03-09,euroSuper95,1.157,69,2020,2020-03-09
2020-03-09,gasOil,1.117,69,2020,2020-03-09
2020-03-10,euroSuper95,1.157,70,2020,2020-03-10
2020-03-10,gasOil,1.117,70,2020,2020-03-10
2020-03-11,euroSuper95,1.157,71,2020,2020-03-11
2020-03-11,gasOil,1.117,71,2020,2020-03-11
2020-03-12,euroSuper95,1.157,72,2020,2020-03-12
2020-03-12,gasOil,1.117,72,2020,2020-03-12
2020-03-13,euroSuper95,1.157,73,2020,2020-03-13
2020-03-13,gasOil,1.117,73,2020,2020-03-13
2020-03-14,euroSuper95,1.157,74,2020,2020-03-14
2020-03-14,gasOil,1.117,74,2020,2020-03-14
2020-03-15,euroSuper95,1.157,75,2020,2020-03-15
2020-03-15,gasOil,1.117,75,2020,2020-03-15
2020-03-16,euroSuper95,1.071,76,2020,2020-03-16
2020-03-16,gasOil,1.053,76,2020,2020-03-16
2020-03-17,euroSuper95,1.071,77,2020,2020-03-17
2020-03-17,gasOil,1.053,77,2020,2020-03-17
2020-03-18,euroSuper95,1.071,78,2020,2020-03-18
2020-03-18,gasOil,1.053,78,2020,2020-03-18
2020-03-19,euroSuper95,1.071,79,2020,2020-03-19
2020-03-19,gasOil,1.053,79,2020,2020-03-19
2020-03-20,euroSuper95,1.071,80,2020,2020-03-20
2020-03-20,gasOil,1.053,80,2020,2020-03-20
2020-03-21,euroSuper95,1.071,81,2020,2020-03-21
2020-03-21,gasOil,1.053,81,2020,2020-03-21
2020-03-22,euroSuper95,1.071,82,2020,2020-03-22
2020-03-22,gasOil,1.053,82,2020,2020-03-22
2020-03-23,euroSuper95,1.085,83,2020,2020-03-23
2020-03-23,gasOil,1.06,83,2020,2020-03-23
2020-03-24,euroSuper95,1.085,84,2020,2020-03-24
2020-03-24,gasOil,1.06,84,2020,2020-03-24
2020-03-25,euroSuper95,1.085,85,2020,2020-03-25
2020-03-25,gasOil,1.06,85,2020,2020-03-25
2020-03-26,euroSuper95,1.085,86,2020,2020-03-26
2020-03-26,gasOil,1.06,86,2020,2020-03-26
2020-03-27,euroSuper95,1.085,87,2020,2020-03-27
2020-03-27,gasOil,1.06,87,2020,2020-03-27
2020-03-28,euroSuper95,1.085,88,2020,2020-03-28
2020-03-28,gasOil,1.06,88,2020,2020-03-28
2020-03-29,euroSuper95,1.085,89,2020,2020-03-29
2020-03-29,gasOil,1.06,89,2020,2020-03-29
2020-03-30,euroSuper95,1.083,90,2020,2020-03-30
2020-03-30,gasOil,1.063,90,2020,2020-03-30
2020-03-31,euroSuper95,1.083,91,2020,2020-03-31
2020-03-31,gasOil,1.063,91,2020,2020-03-31
2020-04-01,euroSuper95,1.083,92,2020,2020-04-01
2020-04-01,gasOil,1.063,92,2020,2020-04-01
2020-04-02,euroSuper95,1.083,93,2020,2020-04-02
2020-04-02,gasOil,1.063,93,2020,2020-04-02
2020-04-03,euroSuper95,1.083,94,2020,2020-04-03
2020-04-03,gasOil,1.063,94,2020,2020-04-03
2020-04-04,euroSuper95,1.083,95,2020,2020-04-04
2020-04-04,gasOil,1.063,95,2020,2020-04-04
2020-04-05,euroSuper95,1.083,96,2020,2020-04-05
2020-04-05,gasOil,1.063,96,2020,2020-04-05
2020-04-06,euroSuper95,1.086,97,2020,2020-04-06
2020-04-06,gasOil,1.06,97,2020,2020-04-06
2020-04-07,euroSuper95,1.086,98,2020,2020-04-07
2020-04-07,gasOil,1.06,98,2020,2020-04-07
2020-04-08,euroSuper95,1.086,99,2020,2020-04-08
2020-04-08,gasOil,1.06,99,2020,2020-04-08
2020-04-09,euroSuper95,1.086,100,2020,2020-04-09
2020-04-09,gasOil,1.06,100,2020,2020-04-09
2020-04-10,euroSuper95,1.086,101,2020,2020-04-10
2020-04-10,gasOil,1.06,101,2020,2020-04-10
2020-04-11,euroSuper95,1.086,102,2020,2020-04-11
2020-04-11,gasOil,1.06,102,2020,2020-04-11
2020-04-12,euroSuper95,1.086,103,2020,2020-04-12
2020-04-12,gasOil,1.06,103,2020,2020-04-12
2020-04-13,euroSuper95,1.086,104,2020,2020-04-13
2020-04-13,gasOil,1.06,104,2020,2020-04-13
2020-04-14,euroSuper95,1.086,105,2020,2020-04-14
2020-04-14,gasOil,1.06,105,2020,2020-04-14
2020-04-15,euroSuper95,1.086,106,2020,2020-04-15
2020-04-15,gasOil,1.06,106,2020,2020-04-15
2020-04-16,euroSuper95,1.086,107,2020,2020-04-16
2020-04-16,gasOil,1.06,107,2020,2020-04-16
2020-04-17,euroSuper95,1.086,108,2020,2020-04-17
2020-04-17,gasOil,1.06,108,2020,2020-04-17
2020-04-18,euroSuper95,1.086,109,2020,2020-04-18
2020-04-18,gasOil,1.06,109,2020,2020-04-18
2020-04-19,euroSuper95,1.086,110,2020,2020-04-19
2020-04-19,gasOil,1.06,110,2020,2020-04-19
2020-04-20,euroSuper95,1.043,111,2020,2020-04-20
2020-04-20,gasOil,1.026,111,2020,2020-04-20
2020-04-21,euroSuper95,1.043,112,2020,2020-04-21
2020-04-21,gasOil,1.026,112,2020,2020-04-21
2020-04-22,euroSuper95,1.043,113,2020,2020-04-22
2020-04-22,gasOil,1.026,113,2020,2020-04-22
2020-04-23,euroSuper95,1.043,114,2020,2020-04-23
2020-04-23,gasOil,1.026,114,2020,2020-04-23
2020-04-24,euroSuper95,1.043,115,2020,2020-04-24
2020-04-24,gasOil,1.026,115,2020,2020-04-24
2020-04-25,euroSuper95,1.043,116,2020,2020-04-25
2020-04-25,gasOil,1.026,116,2020,2020-04-25
2020-04-26,euroSuper95,1.043,117,2020,2020-04-26
2020-04-26,gasOil,1.026,117,2020,2020-04-26
2020-04-27,euroSuper95,1.035,118,2020,2020-04-27
2020-04-27,gasOil,1.012,118,2020,2020-04-27
2020-04-28,euroSuper95,1.035,119,2020,2020-04-28
2020-04-28,gasOil,1.012,119,2020,2020-04-28
2020-04-29,euroSuper95,1.035,120,2020,2020-04-29
2020-04-29,gasOil,1.012,120,2020,2020-04-29
2020-04-30,euroSuper95,1.035,121,2020,2020-04-30
2020-04-30,gasOil,1.012,121,2020,2020-04-30
2020-05-01,euroSuper95,1.035,122,2020,2020-05-01
2020-05-01,gasOil,1.012,122,2020,2020-05-01
2020-05-02,euroSuper95,1.035,123,2020,2020-05-02
2020-05-02,gasOil,1.012,123,2020,2020-05-02
2020-05-03,euroSuper95,1.035,124,2020,2020-05-03
2020-05-03,gasOil,1.012,124,2020,2020-05-03
2020-05-04,euroSuper95,1.022,125,2020,2020-05-04
2020-05-04,gasOil,0.998,125,2020,2020-05-04
2020-05-05,euroSuper95,1.022,126,2020,2020-05-05
2020-05-05,gasOil,0.998,126,2020,2020-05-05
2020-05-06,euroSuper95,1.022,127,2020,2020-05-06
2020-05-06,gasOil,0.998,127,2020,2020-05-06
2020-05-07,euroSuper95,1.022,128,2020,2020-05-07
2020-05-07,gasOil,0.998,128,2020,2020-05-07
2020-05-08,euroSuper95,1.022,129,2020,2020-05-08
2020-05-08,gasOil,0.998,129,2020,2020-05-08
2020-05-09,euroSuper95,1.022,130,2020,2020-05-09
2020-05-09,gasOil,0.998,130,2020,2020-05-09
2020-05-10,euroSuper95,1.022,131,2020,2020-05-10
2020-05-10,gasOil,0.998,131,2020,2020-05-10
2020-05-11,euroSuper95,1.019,132,2020,2020-05-11
2020-05-11,gasOil,0.996,132,2020,2020-05-11
2020-05-12,euroSuper95,1.019,133,2020,2020-05-12
2020-05-12,gasOil,0.996,133,2020,2020-05-12
2020-05-13,euroSuper95,1.019,134,2020,2020-05-13
2020-05-13,gasOil,0.996,134,2020,2020-05-13
2020-05-14,euroSuper95,1.019,135,2020,2020-05-14
2020-05-14,gasOil,0.996,135,2020,2020-05-14
2020-05-15,euroSuper95,1.019,136,2020,2020-05-15
2020-05-15,gasOil,0.996,136,2020,2020-05-15
2020-05-16,euroSuper95,1.019,137,2020,2020-05-16
2020-05-16,gasOil,0.996,137,2020,2020-05-16
2020-05-17,euroSuper95,1.019,138,2020,2020-05-17
2020-05-17,gasOil,0.996,138,2020,2020-05-17
2020-05-18,euroSuper95,0.992,139,2020,2020-05-18
2020-05-18,gasOil,0.978,139,2020,2020-05-18
2020-05-19,euroSuper95,0.992,140,2020,2020-05-19
2020-05-19,gasOil,0.978,140,2020,2020-05-19
2020-05-20,euroSuper95,0.992,141,2020,2020-05-20
2020-05-20,gasOil,0.978,141,2020,2020-05-20
2020-05-21,euroSuper95,0.992,142,2020,2020-05-21
2020-05-21,gasOil,0.978,142,2020,2020-05-21
2020-05-22,euroSuper95,0.992,143,2020,2020-05-22
2020-05-22,gasOil,0.978,143,2020,2020-05-22
2020-05-23,euroSuper95,0.992,144,2020,2020-05-23
2020-05-23,gasOil,0.978,144,2020,2020-05-23
