date,price
2022-06-26,132.854
2022-06-27,134.73
2022-06-28,134.998
2022-06-29,133.647
2022-06-30,143.166
2022-07-01,154.698
2022-07-02,150.667
2022-07-03,150.667
2022-07-04,151.29
2022-07-05,167.973
2022-07-06,178.464
2022-07-07,172.13
2022-07-08,187.816
2022-07-09,180.614
2022-07-10,180.614
2022-07-11,183.198
2022-07-12,174.084
2022-07-13,177.646
2022-07-14,186.253
2022-07-15,181.846
2022-07-16,167.245
2022-07-17,167.245
2022-07-18,168.345
2022-07-19,164.516
2022-07-20,166.092
2022-07-21,163.671
2022-07-22,155.383
2022-07-23,165.599
2022-07-24,165.599
2022-07-25,166.24
2022-07-26,173.496
2022-07-27,201.429
2022-07-28,215.618
2022-07-29,208.851
2022-07-30,194.452
2022-07-31,194.452
2022-08-01,195.614
2022-08-02,202.908
2022-08-03,207.222
2022-08-04,205.142
2022-08-05,199.04
2022-08-06,197.668
2022-08-07,197.668
2022-08-08,197.058
2022-08-09,196.098
2022-08-10,190.913
2022-08-11,204.014
2022-08-12,210.763
2022-08-13,204.225
2022-08-14,204.225
2022-08-15,204.15
2022-08-16,213.832
2022-08-17,236.197
2022-08-18,230.857
2022-08-19,235.013
2022-08-20,242.915
2022-08-21,242.915
2022-08-22,244.346
2022-08-23,281.994
2022-08-24,269.748
2022-08-25,285.725
2022-08-26,311.898
2022-08-27,312.569
2022-08-28,312.569
2022-08-29,312.569
2022-08-30,311.47
2022-08-31,263.882
2022-09-01,246.705
2022-09-02,230.458
2022-09-03,194.085
2022-09-04,194.085
2022-09-05,193.58
2022-09-06,240.494
2022-09-07,215.878
2022-09-08,221.602
2022-09-09,199.879
2022-09-10,193.544
2022-09-11,193.544
2022-09-12,195.057
2022-09-13,187.59
2022-09-14,190.308
2022-09-15,210.919
2022-09-16,212.552
2022-09-17,168.854
2022-09-18,168.854
2022-09-19,168.475
2022-09-20,166.008
2022-09-21,171.024
2022-09-22,186.128
2022-09-23,177.862
2022-09-24,168.116
2022-09-25,168.116
2022-09-26,169.054
2022-09-27,166.843
2022-09-28,188.721
2022-09-29,199.456
2022-09-30,183.523
2022-10-01,163.17
2022-10-02,163.17
2022-10-03,162.87
2022-10-04,138.182
2022-10-05,112.452
2022-10-06,97.515
