date,variable,rm7,day,year,date20
2019-08-29,base,64773.6428571429,241,2019,2020-08-29
2019-08-29,peak,34557.5571428572,241,2019,2020-08-29
2019-08-30,base,63859.8714285714,242,2019,2020-08-30
2019-08-30,peak,33913.3571428572,242,2019,2020-08-30
2019-08-31,base,62464.1285714286,243,2019,2020-08-31
2019-08-31,peak,32654.9285714286,243,2019,2020-08-31
2019-09-01,base,60614.6,244,2019,2020-09-01
2019-09-01,peak,31331.4285714286,244,2019,2020-09-01
2019-09-02,base,60192.5428571429,245,2019,2020-09-02
2019-09-02,peak,31008.7142857143,245,2019,2020-09-02
2019-09-03,base,60588.9142857143,246,2019,2020-09-03
2019-09-03,peak,31467.4428571429,246,2019,2020-09-03
2019-09-04,base,62862.9714285714,247,2019,2020-09-04
2019-09-04,peak,33373.3285714286,247,2019,2020-09-04
2019-09-05,base,64903.2142857143,248,2019,2020-09-05
2019-09-05,peak,35394.2714285714,248,2019,2020-09-05
2019-09-06,base,65144.4571428571,249,2019,2020-09-06
2019-09-06,peak,35633.8571428572,249,2019,2020-09-06
2019-09-07,base,65929.7571428571,250,2019,2020-09-07
2019-09-07,peak,36063.0571428571,250,2019,2020-09-07
2019-09-08,base,65077.9857142857,251,2019,2020-09-08
2019-09-08,peak,35488.2,251,2019,2020-09-08
2019-09-09,base,64278.2857142857,252,2019,2020-09-09
2019-09-09,peak,35040.2,252,2019,2020-09-09
2019-09-10,base,64237.1,253,2019,2020-09-10
2019-09-10,peak,35474.0714285714,253,2019,2020-09-10
2019-09-11,base,62066.5285714286,254,2019,2020-09-11
2019-09-11,peak,34561.2714285714,254,2019,2020-09-11
2019-09-12,base,59436.3571428571,255,2019,2020-09-12
2019-09-12,peak,32333.0428571429,255,2019,2020-09-12
2019-09-13,base,60827.9,256,2019,2020-09-13
2019-09-13,peak,32377.0142857143,256,2019,2020-09-13
2019-09-14,base,61615.7714285714,257,2019,2020-09-14
2019-09-14,peak,32924,257,2019,2020-09-14
2019-09-15,base,67771.1857142857,258,2019,2020-09-15
2019-09-15,peak,36250.2857142857,258,2019,2020-09-15
2019-09-16,base,70641.9,259,2019,2020-09-16
2019-09-16,peak,36900.8857142857,259,2019,2020-09-16
2019-09-17,base,74781.9,260,2019,2020-09-17
2019-09-17,peak,38521.3285714286,260,2019,2020-09-17
2019-09-18,base,78870.5857142857,261,2019,2020-09-18
2019-09-18,peak,39442.8285714286,261,2019,2020-09-18
2019-09-19,base,82855.7857142857,262,2019,2020-09-19
2019-09-19,peak,40761.7285714286,262,2019,2020-09-19
2019-09-20,base,83237.4714285714,263,2019,2020-09-20
2019-09-20,peak,41024.4714285714,263,2019,2020-09-20
2019-09-21,base,86340.1571428571,264,2019,2020-09-21
2019-09-21,peak,41628.1571428572,264,2019,2020-09-21
2019-09-22,base,86888.9285714286,265,2019,2020-09-22
2019-09-22,peak,41323.9142857143,265,2019,2020-09-22
2019-09-23,base,87740.6714285714,266,2019,2020-09-23
2019-09-23,peak,41594.3428571429,266,2019,2020-09-23
2019-09-24,base,84344.8571428572,267,2019,2020-09-24
2019-09-24,peak,39225.9142857143,267,2019,2020-09-24
2019-09-25,base,81131.7571428572,268,2019,2020-09-25
2019-09-25,peak,37483.2857142857,268,2019,2020-09-25
2019-09-26,base,79395.1428571429,269,2019,2020-09-26
2019-09-26,peak,36770.0285714286,269,2019,2020-09-26
2019-09-27,base,80832.0428571429,270,2019,2020-09-27
2019-09-27,peak,36580.4571428571,270,2019,2020-09-27
2019-09-28,base,81693.3428571428,271,2019,2020-09-28
2019-09-28,peak,37423.8857142857,271,2019,2020-09-28
2019-09-29,base,83282.7285714286,272,2019,2020-09-29
2019-09-29,peak,38539.5428571429,272,2019,2020-09-29
2019-09-30,base,84423.9571428571,273,2019,2020-09-30
2019-09-30,peak,40097.2428571429,273,2019,2020-09-30
2019-10-01,base,85172.7428571429,274,2019,2020-10-01
2019-10-01,peak,40443.5571428572,274,2019,2020-10-01
2019-10-02,base,88550.9,275,2019,2020-10-02
2019-10-02,peak,42781.7571428571,275,2019,2020-10-02
2019-10-03,base,90236.7714285714,276,2019,2020-10-03
2019-10-03,peak,43712.2428571429,276,2019,2020-10-03
2019-10-04,base,86581.9142857143,277,2019,2020-10-04
2019-10-04,peak,43003.6142857143,277,2019,2020-10-04
2019-10-05,base,84579.8,278,2019,2020-10-05
2019-10-05,peak,41384.2857142857,278,2019,2020-10-05
2019-10-06,base,79778.0571428571,279,2019,2020-10-06
2019-10-06,peak,39260.1571428572,279,2019,2020-10-06
2019-10-07,base,78672.6714285714,280,2019,2020-10-07
2019-10-07,peak,38150.9571428571,280,2019,2020-10-07
2019-10-08,base,82459.1571428571,281,2019,2020-10-08
2019-10-08,peak,40448.0142857143,281,2019,2020-10-08
2019-10-09,base,82905.0714285715,282,2019,2020-10-09
2019-10-09,peak,40210.9571428572,282,2019,2020-10-09
2019-10-10,base,83123.4428571429,283,2019,2020-10-10
2019-10-10,peak,40878.2857142857,283,2019,2020-10-10
2019-10-11,base,90559.5571428571,284,2019,2020-10-11
2019-10-11,peak,44057.7857142857,284,2019,2020-10-11
2019-10-12,base,93769.3285714286,285,2019,2020-10-12
2019-10-12,peak,46313.8428571429,285,2019,2020-10-12
2019-10-13,base,95568.6857142857,286,2019,2020-10-13
2019-10-13,peak,47353.2714285714,286,2019,2020-10-13
2019-10-14,base,95691.2,287,2019,2020-10-14
2019-10-14,peak,46815.6571428571,287,2019,2020-10-14
2019-10-15,base,91704.4285714286,288,2019,2020-10-15
2019-10-15,peak,44463.2142857143,288,2019,2020-10-15
2019-10-16,base,90557.9571428571,289,2019,2020-10-16
2019-10-16,peak,44007.4285714286,289,2019,2020-10-16
2019-10-17,base,88270.6428571429,290,2019,2020-10-17
2019-10-17,peak,41782.3285714286,290,2019,2020-10-17
2019-10-18,base,85845.9714285714,291,2019,2020-10-18
2019-10-18,peak,41061.7285714286,291,2019,2020-10-18
2019-10-19,base,85084.4428571429,292,2019,2020-10-19
2019-10-19,peak,40149.0428571429,292,2019,2020-10-19
2019-10-20,base,82382.7,293,2019,2020-10-20
2019-10-20,peak,37954.6857142857,293,2019,2020-10-20
2019-10-21,base,82807.0571428571,294,2019,2020-10-21
2019-10-21,peak,38917.2857142857,294,2019,2020-10-21
2019-10-22,base,83843.3714285714,295,2019,2020-10-22
2019-10-22,peak,39627.7285714286,295,2019,2020-10-22
2019-10-23,base,82059.8857142857,296,2019,2020-10-23
2019-10-23,peak,38046.5714285714,296,2019,2020-10-23
2019-10-24,base,81705.6285714286,297,2019,2020-10-24
2019-10-24,peak,38285.6,297,2019,2020-10-24
2019-10-25,base,80807.6428571429,298,2019,2020-10-25
2019-10-25,peak,36860.1857142857,298,2019,2020-10-25
2019-10-26,base,82582.4857142857,299,2019,2020-10-26
2019-10-26,peak,38550.4428571429,299,2019,2020-10-26
2019-10-27,base,88155.2285714286,300,2019,2020-10-27
2019-10-27,peak,41123.2571428571,300,2019,2020-10-27
2019-10-28,base,89252.7714285714,301,2019,2020-10-28
2019-10-28,peak,41447.5428571429,301,2019,2020-10-28
2019-10-29,base,89934.1285714286,302,2019,2020-10-29
2019-10-29,peak,41968.0857142857,302,2019,2020-10-29
2019-10-30,base,90740.7428571429,303,2019,2020-10-30
2019-10-30,peak,43134.7142857143,303,2019,2020-10-30
2019-10-31,base,92485.6,304,2019,2020-10-31
2019-10-31,peak,44477.8142857143,304,2019,2020-10-31
2019-11-01,base,90537.7428571428,305,2019,2020-11-01
2019-11-01,peak,43788.8,305,2019,2020-11-01
2019-11-02,base,87476.6285714286,306,2019,2020-11-02
2019-11-02,peak,42092.6,306,2019,2020-11-02
2019-11-03,base,82362.5285714286,307,2019,2020-11-03
2019-11-03,peak,39828.4285714286,307,2019,2020-11-03
2019-11-04,base,79268.5428571429,308,2019,2020-11-04
2019-11-04,peak,38610.9,308,2019,2020-11-04
2019-11-05,base,76445.3,309,2019,2020-11-05
2019-11-05,peak,37242.9714285714,309,2019,2020-11-05
2019-11-06,base,73540.0714285714,310,2019,2020-11-06
2019-11-06,peak,36185.2142857143,310,2019,2020-11-06
2019-11-07,base,70011.5428571429,311,2019,2020-11-07
2019-11-07,peak,34279.6,311,2019,2020-11-07
2019-11-08,base,68947.0428571429,312,2019,2020-11-08
2019-11-08,peak,34757.3,312,2019,2020-11-08
2019-11-09,base,64051.0714285714,313,2019,2020-11-09
2019-11-09,peak,32537.7714285714,313,2019,2020-11-09
2019-11-10,base,62421.3,314,2019,2020-11-10
2019-11-10,peak,32155.1428571429,314,2019,2020-11-10
2019-11-11,base,64985.9285714286,315,2019,2020-11-11
2019-11-11,peak,33871.6,315,2019,2020-11-11
2019-11-12,base,69119.5,316,2019,2020-11-12
2019-11-12,peak,36160.4142857143,316,2019,2020-11-12
2019-11-13,base,72107.6714285714,317,2019,2020-11-13
2019-11-13,peak,37469.5428571429,317,2019,2020-11-13
2019-11-14,base,73030.0285714286,318,2019,2020-11-14
2019-11-14,peak,37986.6571428572,318,2019,2020-11-14
2019-11-15,base,73384.8285714286,319,2019,2020-11-15
2019-11-15,peak,37221.4714285714,319,2019,2020-11-15
2019-11-16,base,73179.4142857143,320,2019,2020-11-16
2019-11-16,peak,36817.3714285714,320,2019,2020-11-16
2019-11-17,base,74301.0142857143,321,2019,2020-11-17
2019-11-17,peak,37706.4428571429,321,2019,2020-11-17
2019-11-18,base,69987.8142857143,322,2019,2020-11-18
2019-11-18,peak,35181.5571428572,322,2019,2020-11-18
2019-11-19,base,66088.0714285714,323,2019,2020-11-19
2019-11-19,peak,32655.8,323,2019,2020-11-19
2019-11-20,base,64515.6142857143,324,2019,2020-11-20
2019-11-20,peak,32243.2142857143,324,2019,2020-11-20
2019-11-21,base,65454.5857142857,325,2019,2020-11-21
2019-11-21,peak,33310.5571428571,325,2019,2020-11-21
2019-11-22,base,62698.7714285714,326,2019,2020-11-22
2019-11-22,peak,32405.2714285714,326,2019,2020-11-22
2019-11-23,base,63565.6,327,2019,2020-11-23
2019-11-23,peak,32944.1571428571,327,2019,2020-11-23
2019-11-24,base,61593.6285714286,328,2019,2020-11-24
2019-11-24,peak,31417.1285714286,328,2019,2020-11-24
2019-11-25,base,61600.7,329,2019,2020-11-25
2019-11-25,peak,31759.8142857143,329,2019,2020-11-25
2019-11-26,base,60966.8857142857,330,2019,2020-11-26
2019-11-26,peak,31843.4714285714,330,2019,2020-11-26
2019-11-27,base,63402.3714285714,331,2019,2020-11-27
2019-11-27,peak,32915.5714285714,331,2019,2020-11-27
2019-11-28,base,66232.2571428571,332,2019,2020-11-28
2019-11-28,peak,33321.9571428571,332,2019,2020-11-28
2019-11-29,base,70817.3714285714,333,2019,2020-11-29
2019-11-29,peak,35491.3142857143,333,2019,2020-11-29
2019-11-30,base,70586.8428571429,334,2019,2020-11-30
2019-11-30,peak,35191.8142857143,334,2019,2020-11-30
2019-12-01,base,71044.1,335,2019,2020-12-01
2019-12-01,peak,34822.0142857143,335,2019,2020-12-01
2019-12-02,base,72756.9,336,2019,2020-12-02
2019-12-02,peak,35297.3714285714,336,2019,2020-12-02
2019-12-03,base,74010.9571428571,337,2019,2020-12-03
2019-12-03,peak,36477.3142857143,337,2019,2020-12-03
2019-12-04,base,71740.2,338,2019,2020-12-04
2019-12-04,peak,35163.7285714286,338,2019,2020-12-04
2019-12-05,base,69212.2285714286,339,2019,2020-12-05
2019-12-05,peak,34592.1857142857,339,2019,2020-12-05
2019-12-06,base,71218.8714285714,340,2019,2020-12-06
2019-12-06,peak,35489.1857142857,340,2019,2020-12-06
2019-12-07,base,74574,341,2019,2020-12-07
2019-12-07,peak,37129.5142857143,341,2019,2020-12-07
2019-12-08,base,79035.8285714286,342,2019,2020-12-08
2019-12-08,peak,39901.4142857143,342,2019,2020-12-08
2019-12-09,base,82962.2,343,2019,2020-12-09
2019-12-09,peak,41708.6857142857,343,2019,2020-12-09
2019-12-10,base,84658.0571428571,344,2019,2020-12-10
2019-12-10,peak,41706.7,344,2019,2020-12-10
2019-12-11,base,87035.6714285714,345,2019,2020-12-11
2019-12-11,peak,42648.8142857143,345,2019,2020-12-11
2019-12-12,base,90372.1571428571,346,2019,2020-12-12
2019-12-12,peak,44414.3428571429,346,2019,2020-12-12
2019-12-13,base,89885.2142857143,347,2019,2020-12-13
2019-12-13,peak,44525.5857142857,347,2019,2020-12-13
2019-12-14,base,90329.2714285714,348,2019,2020-12-14
2019-12-14,peak,44591.6571428571,348,2019,2020-12-14
2019-12-15,base,90146.3857142857,349,2019,2020-12-15
2019-12-15,peak,44341.4571428571,349,2019,2020-12-15
2019-12-16,base,87951.9,350,2019,2020-12-16
2019-12-16,peak,43677.7571428572,350,2019,2020-12-16
2019-12-17,base,89256.5571428571,351,2019,2020-12-17
2019-12-17,peak,44903.7428571429,351,2019,2020-12-17
2019-12-18,base,88867.4142857143,352,2019,2020-12-18
2019-12-18,peak,44632.0428571429,352,2019,2020-12-18
2019-12-19,base,85466.4285714286,353,2019,2020-12-19
2019-12-19,peak,42711.5285714286,353,2019,2020-12-19
2019-12-20,base,80998.7285714286,354,2019,2020-12-20
2019-12-20,peak,40557.7,354,2019,2020-12-20
2019-12-21,base,78088.9285714286,355,2019,2020-12-21
2019-12-21,peak,39342.1142857143,355,2019,2020-12-21
2019-12-22,base,74254.4714285714,356,2019,2020-12-22
2019-12-22,peak,37577.3,356,2019,2020-12-22
2019-12-23,base,69843.3714285714,357,2019,2020-12-23
2019-12-23,peak,35559.8285714286,357,2019,2020-12-23
2019-12-24,base,63846.2142857143,358,2019,2020-12-24
2019-12-24,peak,32043.4714285714,358,2019,2020-12-24
2019-12-25,base,60607.6857142857,359,2019,2020-12-25
2019-12-25,peak,30230.5714285714,359,2019,2020-12-25
2019-12-26,base,58892.8142857143,360,2019,2020-12-26
2019-12-26,peak,29602.4285714286,360,2019,2020-12-26
2019-12-27,base,60203.9857142857,361,2019,2020-12-27
2019-12-27,peak,30564.1714285714,361,2019,2020-12-27
2019-12-28,base,59859.1285714286,362,2019,2020-12-28
2019-12-28,peak,30840.8714285714,362,2019,2020-12-28
2019-12-29,base,57980.8285714286,363,2019,2020-12-29
2019-12-29,peak,30022.4571428571,363,2019,2020-12-29
2019-12-30,base,61085.7571428571,364,2019,2020-12-30
2019-12-30,peak,31190.8857142857,364,2019,2020-12-30
2019-12-31,base,63656.5571428571,365,2019,2020-12-31
2019-12-31,peak,32232,365,2019,2020-12-31
2020-01-01,base,62983.7428571429,1,2020,2020-01-01
2020-01-01,peak,32394.1428571429,1,2020,2020-01-01
2020-01-02,base,64496.8,2,2020,2020-01-02
2020-01-02,peak,32315.9571428571,2,2020,2020-01-02
2020-01-03,base,64323.9714285714,3,2020,2020-01-03
2020-01-03,peak,31574.8571428571,3,2020,2020-01-03
2020-01-04,base,66600.7571428571,4,2020,2020-01-04
2020-01-04,peak,32592.7428571429,4,2020,2020-01-04
2020-01-05,base,67163.3,5,2020,2020-01-05
2020-01-05,peak,32744.2428571429,5,2020,2020-01-05
2020-01-06,base,65384.0571428571,6,2020,2020-01-06
2020-01-06,peak,31497.6428571429,6,2020,2020-01-06
2020-01-07,base,65046.2428571429,7,2020,2020-01-07
2020-01-07,peak,31093.2285714286,7,2020,2020-01-07
2020-01-08,base,67051.3571428571,8,2020,2020-01-08
2020-01-08,peak,31690.5714285714,8,2020,2020-01-08
2020-01-09,base,66384.4142857143,9,2020,2020-01-09
2020-01-09,peak,31709.0714285714,9,2020,2020-01-09
2020-01-10,base,66509.2571428571,10,2020,2020-01-10
2020-01-10,peak,31830.3428571429,10,2020,2020-01-10
2020-01-11,base,65466.0142857143,11,2020,2020-01-11
2020-01-11,peak,30794.5285714286,11,2020,2020-01-11
2020-01-12,base,69988.8714285714,12,2020,2020-01-12
2020-01-12,peak,33163.9285714286,12,2020,2020-01-12
2020-01-13,base,71546.4142857143,13,2020,2020-01-13
2020-01-13,peak,33721.5571428571,13,2020,2020-01-13
2020-01-14,base,72037.2571428572,14,2020,2020-01-14
2020-01-14,peak,34770.0142857143,14,2020,2020-01-14
2020-01-15,base,73011.8714285714,15,2020,2020-01-15
2020-01-15,peak,35566.5857142857,15,2020,2020-01-15
2020-01-16,base,73305.7142857143,16,2020,2020-01-16
2020-01-16,peak,35903.7142857143,16,2020,2020-01-16
2020-01-17,base,74314.5285714286,17,2020,2020-01-17
2020-01-17,peak,36715.4714285714,17,2020,2020-01-17
2020-01-18,base,73904.9571428571,18,2020,2020-01-18
2020-01-18,peak,36676.4285714286,18,2020,2020-01-18
2020-01-19,base,73015.7,19,2020,2020-01-19
2020-01-19,peak,36391.3,19,2020,2020-01-19
2020-01-20,base,71969.9285714286,20,2020,2020-01-20
2020-01-20,peak,36100.2142857143,20,2020,2020-01-20
2020-01-21,base,72717.0142857143,21,2020,2020-01-21
2020-01-21,peak,36681.1428571429,21,2020,2020-01-21
2020-01-22,base,70956.6142857143,22,2020,2020-01-22
2020-01-22,peak,35408.2,22,2020,2020-01-22
2020-01-23,base,69393.7714285714,23,2020,2020-01-23
2020-01-23,peak,34428.5857142857,23,2020,2020-01-23
2020-01-24,base,65627.8428571429,24,2020,2020-01-24
2020-01-24,peak,32462.7285714286,24,2020,2020-01-24
2020-01-25,base,63874.0857142857,25,2020,2020-01-25
2020-01-25,peak,31185.9428571429,25,2020,2020-01-25
2020-01-26,base,63861.5142857143,26,2020,2020-01-26
2020-01-26,peak,30713.6714285714,26,2020,2020-01-26
2020-01-27,base,65377.8714285714,27,2020,2020-01-27
2020-01-27,peak,31664.6285714286,27,2020,2020-01-27
2020-01-28,base,65624.4,28,2020,2020-01-28
2020-01-28,peak,30943.9428571429,28,2020,2020-01-28
2020-01-29,base,67789.2428571429,29,2020,2020-01-29
2020-01-29,peak,31795.5,29,2020,2020-01-29
2020-01-30,base,71329.8142857143,30,2020,2020-01-30
2020-01-30,peak,33216.5142857143,30,2020,2020-01-30
2020-01-31,base,76486.5571428571,31,2020,2020-01-31
2020-01-31,peak,35809.4142857143,31,2020,2020-01-31
2020-02-01,base,80388.6714285714,32,2020,2020-02-01
2020-02-01,peak,38518.2142857143,32,2020,2020-02-01
2020-02-02,base,81052.8,33,2020,2020-02-02
2020-02-02,peak,38696.0857142857,33,2020,2020-02-02
2020-02-03,base,80366.8142857143,34,2020,2020-02-03
2020-02-03,peak,38983.6,34,2020,2020-02-03
2020-02-04,base,80733.5571428571,35,2020,2020-02-04
2020-02-04,peak,40077.1428571429,35,2020,2020-02-04
2020-02-05,base,78656.8428571428,36,2020,2020-02-05
2020-02-05,peak,40198.4,36,2020,2020-02-05
2020-02-06,base,77493.1,37,2020,2020-02-06
2020-02-06,peak,40519.8571428571,37,2020,2020-02-06
2020-02-07,base,74954.7285714286,38,2020,2020-02-07
2020-02-07,peak,39162.5714285714,38,2020,2020-02-07
2020-02-08,base,72703.9571428571,39,2020,2020-02-08
2020-02-08,peak,37814.2428571429,39,2020,2020-02-08
2020-02-09,base,73100.6142857143,40,2020,2020-02-09
2020-02-09,peak,38602.9571428571,40,2020,2020-02-09
2020-02-10,base,75926.6,41,2020,2020-02-10
2020-02-10,peak,39687.9571428571,41,2020,2020-02-10
2020-02-11,base,77845.5142857143,42,2020,2020-02-11
2020-02-11,peak,40167.0857142857,42,2020,2020-02-11
2020-02-12,base,78896.2571428572,43,2020,2020-02-12
2020-02-12,peak,40418.4285714286,43,2020,2020-02-12
2020-02-13,base,77577.6428571429,44,2020,2020-02-13
2020-02-13,peak,39378.7142857143,44,2020,2020-02-13
2020-02-14,base,77295.3571428572,45,2020,2020-02-14
2020-02-14,peak,39704.7714285714,45,2020,2020-02-14
2020-02-15,base,78087.9285714286,46,2020,2020-02-15
2020-02-15,peak,40358.1,46,2020,2020-02-15
2020-02-16,base,77806.9714285714,47,2020,2020-02-16
2020-02-16,peak,40445.6571428571,47,2020,2020-02-16
2020-02-17,base,77699.6285714286,48,2020,2020-02-17
2020-02-17,peak,40309.4285714286,48,2020,2020-02-17
2020-02-18,base,77574.2428571429,49,2020,2020-02-18
2020-02-18,peak,40378.6142857143,49,2020,2020-02-18
2020-02-19,base,79090.1285714286,50,2020,2020-02-19
2020-02-19,peak,40793.1714285714,50,2020,2020-02-19
2020-02-20,base,81574.3857142857,51,2020,2020-02-20
2020-02-20,peak,42675.5,51,2020,2020-02-20
2020-02-21,base,83336.0714285714,52,2020,2020-02-21
2020-02-21,peak,42991.9285714286,52,2020,2020-02-21
2020-02-22,base,85500.2428571429,53,2020,2020-02-22
2020-02-22,peak,43383.5142857143,53,2020,2020-02-22
2020-02-23,base,85081.0285714286,54,2020,2020-02-23
2020-02-23,peak,43236.2,54,2020,2020-02-23
2020-02-24,base,81734.3857142857,55,2020,2020-02-24
2020-02-24,peak,41687.2,55,2020,2020-02-24
2020-02-25,base,79754.9571428571,56,2020,2020-02-25
2020-02-25,peak,40856.4142857143,56,2020,2020-02-25
2020-02-26,base,78199.2,57,2020,2020-02-26
2020-02-26,peak,40354.5142857143,57,2020,2020-02-26
2020-02-27,base,74893.7857142857,58,2020,2020-02-27
2020-02-27,peak,37792.9571428571,58,2020,2020-02-27
2020-02-28,base,72669.6428571429,59,2020,2020-02-28
2020-02-28,peak,37135.3142857143,59,2020,2020-02-28
2020-02-29,base,72780.7,60,2020,2020-02-29
2020-02-29,peak,37547.5285714286,60,2020,2020-02-29
2020-03-01,base,73593.1428571429,61,2020,2020-03-01
2020-03-01,peak,37720.5142857143,61,2020,2020-03-01
2020-03-02,base,73236.4,62,2020,2020-03-02
2020-03-02,peak,37251.7571428571,62,2020,2020-03-02
2020-03-03,base,70414.4428571429,63,2020,2020-03-03
2020-03-03,peak,36069.4857142857,63,2020,2020-03-03
2020-03-04,base,68344.2142857143,64,2020,2020-03-04
2020-03-04,peak,35319.4857142857,64,2020,2020-03-04
2020-03-05,base,67030.6,65,2020,2020-03-05
2020-03-05,peak,34974.7,65,2020,2020-03-05
2020-03-06,base,67171.6142857143,66,2020,2020-03-06
2020-03-06,peak,34802.1,66,2020,2020-03-06
2020-03-07,base,62900.2571428571,67,2020,2020-03-07
2020-03-07,peak,32795.3857142857,67,2020,2020-03-07
2020-03-08,base,60886.0714285714,68,2020,2020-03-08
2020-03-08,peak,32276.0714285714,68,2020,2020-03-08
2020-03-09,base,61743.1285714286,69,2020,2020-03-09
2020-03-09,peak,32918.1428571429,69,2020,2020-03-09
2020-03-10,base,65261.1714285714,70,2020,2020-03-10
2020-03-10,peak,33851.7714285714,70,2020,2020-03-10
2020-03-11,base,67113.4428571429,71,2020,2020-03-11
2020-03-11,peak,33683.6571428571,71,2020,2020-03-11
2020-03-12,base,70703.3142857143,72,2020,2020-03-12
2020-03-12,peak,35064.0142857143,72,2020,2020-03-12
2020-03-13,base,72549.4142857143,73,2020,2020-03-13
2020-03-13,peak,35816.2142857143,73,2020,2020-03-13
2020-03-14,base,72391.0428571429,74,2020,2020-03-14
2020-03-14,peak,35564.2,74,2020,2020-03-14
2020-03-15,base,71638.7428571429,75,2020,2020-03-15
2020-03-15,peak,34485.4714285714,75,2020,2020-03-15
2020-03-16,base,69792,76,2020,2020-03-16
2020-03-16,peak,33521.7285714286,76,2020,2020-03-16
2020-03-17,base,67216.4,77,2020,2020-03-17
2020-03-17,peak,32759.2571428572,77,2020,2020-03-17
2020-03-18,base,66901.9428571429,78,2020,2020-03-18
2020-03-18,peak,33519.4714285714,78,2020,2020-03-18
2020-03-19,base,64347.4857142857,79,2020,2020-03-19
2020-03-19,peak,32588.8,79,2020,2020-03-19
2020-03-20,base,61573.0857142857,80,2020,2020-03-20
2020-03-20,peak,31121.9428571429,80,2020,2020-03-20
2020-03-21,base,63529.6857142857,81,2020,2020-03-21
2020-03-21,peak,32236.9285714286,81,2020,2020-03-21
2020-03-22,base,63765.9,82,2020,2020-03-22
2020-03-22,peak,33191.6285714286,82,2020,2020-03-22
2020-03-23,base,64965.8285714286,83,2020,2020-03-23
2020-03-23,peak,34550.2428571429,83,2020,2020-03-23
2020-03-24,base,65130.4428571429,84,2020,2020-03-24
2020-03-24,peak,35084.4285714286,84,2020,2020-03-24
2020-03-25,base,64559.6428571429,85,2020,2020-03-25
2020-03-25,peak,34455.8,85,2020,2020-03-25
2020-03-26,base,65009.2142857143,86,2020,2020-03-26
2020-03-26,peak,35263.3857142857,86,2020,2020-03-26
2020-03-27,base,65075.1714285714,87,2020,2020-03-27
2020-03-27,peak,36030.1857142857,87,2020,2020-03-27
2020-03-28,base,64975.3,88,2020,2020-03-28
2020-03-28,peak,36678.7571428571,88,2020,2020-03-28
2020-03-29,base,64066.2714285714,89,2020,2020-03-29
2020-03-29,peak,35964.4,89,2020,2020-03-29
2020-03-30,base,62525.1,90,2020,2020-03-30
2020-03-30,peak,34808.5857142857,90,2020,2020-03-30
2020-03-31,base,63379.5571428571,91,2020,2020-03-31
2020-03-31,peak,35363.1,91,2020,2020-03-31
2020-04-01,base,65604.3142857143,92,2020,2020-04-01
2020-04-01,peak,36985.6857142857,92,2020,2020-04-01
2020-04-02,base,67311.1285714286,93,2020,2020-04-02
2020-04-02,peak,37272.4857142857,93,2020,2020-04-02
2020-04-03,base,67402,94,2020,2020-04-03
2020-04-03,peak,37378.8142857143,94,2020,2020-04-03
2020-04-04,base,70411.7428571429,95,2020,2020-04-04
2020-04-04,peak,38475.3714285714,95,2020,2020-04-04
2020-04-05,base,73534.0571428571,96,2020,2020-04-05
2020-04-05,peak,39829.2857142857,96,2020,2020-04-05
2020-04-06,base,75352.3714285714,97,2020,2020-04-06
2020-04-06,peak,41089.4285714286,97,2020,2020-04-06
2020-04-07,base,75000.6571428571,98,2020,2020-04-07
2020-04-07,peak,40546.0857142857,98,2020,2020-04-07
2020-04-08,base,73470.3142857143,99,2020,2020-04-08
2020-04-08,peak,40155.3142857143,99,2020,2020-04-08
2020-04-09,base,72560.0285714286,100,2020,2020-04-09
2020-04-09,peak,40728.9857142857,100,2020,2020-04-09
2020-04-10,base,72336.0571428571,101,2020,2020-04-10
2020-04-10,peak,40715.8857142857,101,2020,2020-04-10
2020-04-11,base,68222.8142857143,102,2020,2020-04-11
2020-04-11,peak,38894.3285714286,102,2020,2020-04-11
2020-04-12,base,68080.7714285714,103,2020,2020-04-12
2020-04-12,peak,39384.7,103,2020,2020-04-12
2020-04-13,base,67706.4,104,2020,2020-04-13
2020-04-13,peak,38365.2285714286,104,2020,2020-04-13
2020-04-14,base,68690.7571428572,105,2020,2020-04-14
2020-04-14,peak,39706.2285714286,105,2020,2020-04-14
2020-04-15,base,68431.6,106,2020,2020-04-15
2020-04-15,peak,38780.2428571429,106,2020,2020-04-15
2020-04-16,base,67296.4285714286,107,2020,2020-04-16
2020-04-16,peak,37072.2428571429,107,2020,2020-04-16
2020-04-17,base,66696.7428571429,108,2020,2020-04-17
2020-04-17,peak,36491.0428571429,108,2020,2020-04-17
2020-04-18,base,67163.3285714286,109,2020,2020-04-18
2020-04-18,peak,36615.4142857143,109,2020,2020-04-18
2020-04-19,base,66581.9714285714,110,2020,2020-04-19
2020-04-19,peak,36099.6571428571,110,2020,2020-04-19
2020-04-20,base,69423.7571428571,111,2020,2020-04-20
2020-04-20,peak,38323.1714285714,111,2020,2020-04-20
2020-04-21,base,68809.2428571429,112,2020,2020-04-21
2020-04-21,peak,37539.4571428571,112,2020,2020-04-21
2020-04-22,base,66680.2428571429,113,2020,2020-04-22
2020-04-22,peak,36361.1714285714,113,2020,2020-04-22
2020-04-23,base,66068.8142857143,114,2020,2020-04-23
2020-04-23,peak,36295.7142857143,114,2020,2020-04-23
2020-04-24,base,65908.5857142857,115,2020,2020-04-24
2020-04-24,peak,35516,115,2020,2020-04-24
2020-04-25,base,64527.1,116,2020,2020-04-25
